ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,8,5,-3,-3,-2,-1,-4
21,26,7,2,0,0,-1,2
-2,-11,-3,-5,-3,-8,-3,-10
-23,-2,-1,-1,0,-1,-3,-6
-3,-10,-1,-2,-1,-3,1,26
23,5,7,4,4,5,4,-15
-8,3,-2,-2,3,6,-8,-28
1,-5,-7,-7,-4,-3,10,28
1,-5,-4,0,-4,-3,-4,4
-11,0,2,-1,0,-2,-1,10
32,27,-3,4,2,0,-4,-6
-3,-31,0,1,2,2,2,17
-15,-21,-2,2,5,5,4,-8
8,-2,3,-3,-2,-1,1,1
-8,14,4,-1,-2,-2,4,18
3,-25,-7,-1,-4,-5,-9,-1
-12,6,4,5,3,2,4,4
-10,-7,-2,1,1,1,-4,-16
-7,-16,4,4,2,0,4,16
20,21,0,4,2,1,-1,-20
-1,-3,-4,-1,1,-1,4,9
-6,-3,3,-2,-2,-2,1,12
13,-7,-3,-7,-5,-2,-4,-13
36,2,-1,0,4,5,0,4
-16,4,-2,2,2,2,7,-3
11,11,5,1,-1,-2,-7,-15
-4,-9,0,2,2,1,13,14
-21,-20,-5,-2,-3,-3,-7,-8
6,-16,-2,-2,-1,1,-2,19
-16,-4,-1,3,2,4,1,-11
30,21,3,-2,-4,-4,-2,0
-9,6,3,2,0,-1,-5,-22
-8,6,-3,-3,-3,0,8,-8
-1,-11,-7,-2,-4,-4,-3,15
-5,-9,2,-2,0,-2,-2,-15
-7,-1,7,1,1,-2,0,-3
-3,-15,-4,-4,-1,3,-4,-3
-17,14,6,1,1,2,3,-9
0,5,-3,-1,1,1,-4,-4
-28,-5,-3,-3,-3,-3,-3,2
8,3,1,3,2,1,4,13
1,-12,-7,-3,-2,2,1,5
-19,-3,-1,1,-3,-6,-19,-20
22,6,-3,-2,-3,0,17,21
17,18,-5,-5,-6,-3,-3,-2
-9,-12,3,0,0,-1,3,6
-39,-6,-1,1,2,3,2,1
-9,5,0,0,2,-1,-5,-11
17,-3,-2,0,-2,-3,-7,-4
4,3,-5,-1,-2,-4,-5,10
