ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
12,4,0,1,2,-1,-86,-27
-25,0,3,-1,-2,4,85,11
-11,0,0,-1,-3,1,-52,-61
6,-5,-3,-2,-4,-8,-55,61
4,-5,-8,-3,-2,0,-8,-6
21,-1,-5,-3,0,-5,-84,-34
-1,4,2,1,1,4,-16,11
8,4,3,4,2,5,36,-38
16,10,8,3,3,-6,-83,30
1,1,2,5,-1,33,32,25
11,-6,-10,-3,-2,-7,-36,57
2,0,0,0,1,1,-63,-13
5,-2,-5,-5,-2,-6,-56,7
2,1,-2,-3,-1,-5,42,18
18,2,1,-1,-3,-2,-40,17
-20,3,5,4,6,15,71,-128
32,-3,1,-1,-2,5,41,45
4,-4,-6,-3,-2,-15,-128,-56
1,-3,-5,-1,-2,-1,16,-12
15,1,-1,-4,-1,-14,-94,-49
-21,2,0,3,-1,5,26,-5
40,3,0,-2,-3,-8,-115,35
-17,1,5,0,4,12,72,-76
10,-8,-11,-5,-7,-4,-30,76
-18,-6,-4,-2,-1,-3,2,-55
4,-1,-5,-2,-3,-4,35,-1
-12,3,5,0,2,-3,-14,-2
27,2,1,0,-3,-4,-15,-9
8,-2,0,-1,3,8,73,-22
-20,2,1,0,0,-1,-49,-7
40,-2,-4,-3,-2,0,79,88
7,2,0,0,1,-3,-15,-11
0,-3,-2,-1,-2,-3,-36,39
-22,1,4,1,0,4,14,-23
2,2,0,-2,-1,3,109,80
5,6,-1,2,-3,-12,-114,-28
5,-5,0,3,-5,8,104,78
28,0,2,1,-3,-2,-87,-4
-25,-3,-3,0,3,-11,-44,10
-4,-2,-2,-1,-2,1,17,1
-12,2,-1,-1,4,3,90,-62
7,-5,-1,-5,-2,-1,8,44
2,4,2,0,-5,1,62,27
9,2,3,2,6,4,-30,-7
-6,0,1,0,-1,1,-30,-15
-5,-2,-2,0,-3,4,1,14
-3,0,1,0,3,1,-18,-60
17,5,9,1,2,4,-18,56
-68,-6,3,6,-6,5,83,14
31,-5,-13,0,1,0,-1,-9
