ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,-25,-6,-4,-4,-2,-2,12
-36,3,-1,0,-1,-3,-5,-8
39,13,4,3,1,2,-7,2
-21,-23,-6,-5,-3,-1,7,20
-11,21,6,2,3,1,-5,-31
10,10,1,6,2,3,3,-13
-47,-4,5,2,2,0,2,4
4,8,2,3,1,0,-4,-11
-66,-21,-9,-2,4,2,-1,-35
14,8,11,5,-2,0,-4,-22
9,-5,-7,0,-2,-6,8,25
-14,19,-4,-4,-1,-1,-13,-8
3,-2,9,5,1,0,-2,0
31,4,-6,-6,-1,-1,4,14
-13,4,4,3,1,1,9,5
-26,-17,-8,-6,-5,-5,-8,-23
24,-7,-9,-2,-1,-3,-5,15
11,16,2,-3,-2,-2,-5,-28
27,10,3,0,3,1,-4,5
-67,-20,4,1,1,3,7,9
-11,-11,0,0,-2,0,-1,-9
-12,-11,-6,-4,-3,-2,-6,-1
-20,-5,-3,-2,-2,-5,-13,-22
17,15,8,1,1,3,12,10
27,-11,1,1,1,1,-5,5
6,-12,-6,-2,0,0,10,-25
23,20,3,3,-1,-3,-1,14
12,-6,-3,-4,-1,0,-5,-22
22,16,4,-1,0,3,7,37
-3,6,-7,-8,-1,-7,-7,-12
2,10,-5,-1,-3,0,-4,-31
39,-7,-5,2,-1,2,10,14
-2,1,-3,-2,-2,-3,-6,15
5,25,5,1,-1,0,-3,-18
-28,4,-1,-3,-5,-3,0,0
24,10,1,-4,0,-5,-19,8
-42,-36,4,5,2,8,10,-5
-20,2,-1,-1,-3,-5,-2,-38
-1,11,-3,-5,-4,-4,0,10
8,-8,4,5,-1,-1,0,2
18,32,0,-3,-2,-5,-11,1
-14,-4,11,8,2,4,7,13
6,3,-10,-10,-2,-1,-16,-31
-33,-8,-5,-1,-1,-1,14,-1
-8,15,5,-3,0,-4,-4,-25
-8,8,1,1,3,3,3,2
-18,-23,-3,5,0,-1,8,40
-18,-13,-2,-2,-2,-1,-10,0
46,-6,2,4,2,2,4,6
36,8,-8,-7,-3,-3,-5,23
