ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
6,-1,-4,-4,-3,-3,-4,-7
-19,9,5,1,1,-2,-5,-5
-4,-15,-4,-1,0,1,-1,8
-6,-2,-2,-1,0,-1,7,1
12,3,-2,-1,-1,-1,-4,-5
-26,-43,-9,-7,-5,-5,-6,-6
-10,-3,4,-1,0,0,1,-2
-10,-3,-11,1,-2,-2,-2,14
5,-6,-5,-3,-1,-1,3,7
23,18,1,-1,-2,1,-3,-9
-1,8,8,2,1,0,5,12
-17,0,-3,-3,-4,-3,-3,-20
-37,0,-3,-4,-2,-2,-10,-8
7,7,1,3,4,4,8,25
1,-4,-4,1,-1,-1,0,-11
13,7,2,-5,-2,-2,-7,8
11,6,-1,2,2,2,1,-6
9,0,-4,-4,-2,0,7,-1
10,4,0,0,-2,-2,-6,4
0,-6,0,0,0,-2,1,4
7,18,2,-2,-5,-4,-4,-2
-5,-11,1,2,-2,-1,-2,-15
17,8,-2,-1,-2,-4,0,9
6,4,1,0,0,2,0,-1
-10,-22,-5,-3,-2,-5,-4,-5
-2,12,0,-1,-1,-2,-2,-3
-3,2,-4,-4,-3,-2,-1,-5
2,-5,3,2,1,0,0,0
6,-4,-3,1,0,1,-1,5
-10,7,2,1,2,-1,-3,-5
-7,-13,-4,-4,-2,0,2,-6
3,-10,-2,-4,-4,-4,10,28
-5,-10,4,4,1,2,4,18
-8,6,-2,-2,-1,-1,-10,1
-11,1,3,2,1,2,18,16
4,2,-1,0,-1,1,-7,-15
-2,-3,-3,-5,-3,-3,3,1
-4,-5,0,-3,-3,1,6,8
19,13,-1,0,-1,-2,-12,-8
-16,-14,-3,-3,-1,-1,-3,7
-5,-3,-2,-1,3,2,4,1
8,1,-2,0,-1,-3,-5,-12
7,2,-1,-1,0,-3,-3,2
6,5,2,3,0,1,3,-6
3,5,2,1,-1,1,3,2
4,-1,0,1,1,-1,2,0
-10,-6,-2,-2,-3,-3,-5,-6
4,1,-1,1,1,2,6,7
-3,1,1,0,-1,1,-4,-6
-7,-1,1,-1,-1,0,1,-3
