ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
11,0,-4,-3,6,2,-37,7
18,-4,-3,-2,-5,1,91,85
-6,-1,-1,-6,-2,-6,-58,-16
-10,-2,-2,-1,-4,-3,4,-18
6,-1,0,0,0,1,-4,9
3,4,2,0,5,2,-34,-28
1,4,0,2,3,9,61,76
0,-4,-1,0,1,6,-5,31
-11,-5,0,0,-1,-5,-30,5
-16,0,1,1,2,-4,-90,-79
-1,0,1,1,-4,-2,12,6
-1,10,2,-2,1,0,17,-51
3,-18,-3,1,-2,9,95,54
2,0,-3,1,1,-1,-24,-22
4,2,-1,-3,5,-2,10,-19
-5,-3,1,-2,-4,-5,12,45
7,8,-3,-1,-3,-2,-103,-38
12,-1,-1,0,2,6,124,32
-13,-5,-1,-2,-2,-7,-61,-26
-2,-2,2,-1,-1,-4,-2,-24
2,-4,0,2,2,3,63,7
-6,0,1,-2,-6,-11,-91,-3
4,0,-1,2,1,3,-76,31
-8,-7,-4,-3,-5,-5,-12,8
-38,-1,1,-2,0,-5,-27,9
-6,3,3,1,3,2,-84,-26
23,-2,-2,-3,-1,-9,67,52
-20,-11,-9,-1,-3,2,-42,-4
18,8,0,1,2,-4,-35,22
0,2,-4,-3,-5,1,67,-31
-18,-12,1,1,-1,1,13,-4
24,4,2,-1,1,-2,-93,-3
11,1,-1,0,-5,3,95,-14
2,3,3,-1,-1,-6,14,66
5,2,-2,4,-2,1,12,-31
1,0,0,3,3,5,4,-60
14,2,0,-1,-2,-6,-82,-20
11,-3,-1,-6,-3,-2,41,41
28,1,2,1,-3,1,-20,45
-17,0,0,1,-1,4,-23,20
-5,2,-3,-4,0,-2,-6,-20
1,1,3,3,1,5,-26,-7
-6,-1,0,-4,3,-6,27,-3
6,1,2,1,-1,-4,-18,-41
-13,-2,-4,-6,-7,-10,-15,23
1,-8,1,1,-4,1,-54,-4
-5,7,-1,1,0,-2,-14,3
4,-14,-7,-2,-2,-3,70,-47
16,3,0,2,1,5,3,54
-3,-7,-2,1,-1,-3,-27,0
