ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,10,9,1,0,-1,-12,-13
1,-27,-11,0,-3,-4,5,17
6,4,-7,-3,-3,-4,-12,3
-6,3,-1,0,-1,0,-11,23
8,7,4,3,2,1,-2,-6
26,-5,15,-1,-2,-1,-1,-2
34,9,1,-7,-2,-5,-12,-40
7,19,-1,2,0,-2,2,22
22,20,-2,-4,-1,-3,-3,-7
-11,-17,-15,-10,-6,-4,-9,15
-21,-2,-7,-1,-1,2,12,-7
-11,9,3,-3,-4,-4,-15,-53
-6,6,5,3,2,-1,11,24
0,-2,5,0,2,0,1,-6
10,19,-5,-1,1,0,11,-6
-14,8,3,2,3,3,3,6
1,4,5,5,2,2,1,-19
0,7,-2,2,4,4,13,11
-2,-22,7,0,0,2,8,23
0,17,-2,0,-2,-2,2,4
12,6,-7,-2,-2,-3,-7,7
-3,13,5,4,3,7,0,0
-27,-2,7,5,1,0,-1,-5
44,2,2,3,4,9,18,8
-58,-37,-6,-5,1,4,3,16
-22,1,0,-2,-3,-3,-5,-10
-4,1,-4,-3,-3,-3,-23,10
20,-20,-4,-3,-2,-3,-10,-20
28,5,3,1,-2,-2,-12,-27
12,8,0,3,-1,-2,2,-4
-24,-9,3,2,2,5,8,9
2,-5,-10,-4,0,1,-1,6
11,-7,0,-1,-1,3,8,-1
-28,-18,-13,-7,-5,-8,-12,-11
-11,18,12,3,-2,-7,-14,-21
-15,-16,-8,-7,-7,-5,7,49
5,4,0,-1,0,-1,-2,3
56,27,10,1,2,-1,-1,10
71,8,1,4,1,1,5,-5
-36,-28,-1,-1,-2,-7,-8,0
-1,-15,-7,-1,-1,2,3,-5
-9,-3,4,-1,-1,-2,-5,-16
-1,0,-9,-5,-4,0,-7,7
-5,1,-1,-1,0,1,9,2
13,-17,-3,-1,-2,-2,2,5
-8,0,11,8,4,3,0,-7
-29,-21,-7,-3,0,0,-1,7
-10,-8,3,0,0,-3,-11,-12
20,18,-1,-5,-4,-2,-2,17
6,12,-2,-1,0,2,5,-5
