ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
7,10,2,-3,-4,-4,13,11
7,4,7,1,0,-2,-2,-6
-13,-9,-11,-2,0,-1,-5,-13
-1,-8,-3,-8,-2,0,6,5
-17,2,3,4,-4,-1,-8,-9
8,-6,-5,-1,-2,-2,-6,0
3,6,11,6,1,-1,5,-4
-26,-18,-14,-7,-1,-3,3,-4
9,-7,9,4,-2,0,-4,2
-5,-5,-17,-10,0,-1,-8,-15
17,1,-4,11,3,2,8,9
-3,-15,2,-7,-1,0,8,3
-7,-1,6,-2,0,-2,-10,-7
11,14,-5,-4,1,3,4,14
14,29,12,4,5,3,-1,-6
-10,-15,-3,-6,-1,3,9,14
1,-1,1,9,-1,-1,-5,1
24,8,9,5,4,3,19,31
-5,-4,1,2,0,2,1,-10
6,3,9,11,5,3,7,8
-23,-8,-13,-22,-10,-9,-17,-17
-11,17,10,9,4,1,0,-6
11,1,-6,0,-3,-2,-9,-14
7,11,1,-5,-2,-2,-6,7
14,-15,-7,1,3,3,-1,4
-1,-11,-1,-2,1,1,-5,-6
-7,-4,-3,-1,-3,-2,3,4
24,6,5,-1,-3,-2,-2,-17
-10,6,-2,4,2,-2,-5,3
14,-13,-9,-3,-4,-3,-1,-2
4,2,2,-6,1,0,-4,6
8,33,24,17,7,6,10,7
4,-4,-15,-12,-2,1,0,-1
-37,-15,8,8,2,-1,-2,-9
12,2,5,10,3,1,0,4
-4,-15,-12,-11,-4,-2,-9,-15
15,17,5,-2,-1,1,20,17
-13,-26,-16,-3,-2,-1,-4,-4
7,-1,7,0,-3,-7,-7,4
-9,-8,-2,1,0,0,-8,-11
16,20,-3,1,1,-2,8,18
-3,-3,-4,0,3,2,-2,-5
-6,0,-4,-3,0,0,2,8
-5,-1,0,-2,-3,-2,-1,3
-2,-22,-10,-9,-7,-3,-4,-19
7,14,9,4,-4,-1,4,33
15,7,3,0,4,1,-3,-4
4,0,-4,-3,-1,-2,-2,-9
-13,5,12,8,3,3,1,-10
-4,1,-7,-1,-4,-3,-2,2
