ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,-3,-6,-3,-5,-5,-4,3
19,5,1,1,2,-3,-65,-11
-4,2,2,2,0,1,3,3
0,0,2,0,-1,-2,-61,-26
-11,2,1,3,4,3,15,-8
4,-4,-1,-4,-7,-4,51,37
-14,-4,0,1,2,1,-8,-3
-6,-3,-4,-1,3,1,6,11
0,-1,0,-2,-3,-1,74,-25
8,1,-1,1,0,-1,-42,-38
14,-2,-4,-4,-1,-2,57,-2
-16,-1,1,1,-4,0,42,-1
-12,-1,1,0,-2,-4,-33,5
30,5,-2,0,3,1,7,12
-8,-2,-4,-1,-1,4,-3,-32
28,4,1,4,0,2,-71,16
-12,-3,-1,-2,0,0,108,5
-10,-1,1,-2,-3,-2,-43,-14
1,3,2,0,-3,-5,-35,-12
-1,0,3,0,3,1,34,-16
-1,-1,2,0,-2,3,-13,46
14,1,1,0,1,1,27,-9
13,3,1,-3,-2,-5,-73,-67
-9,-1,0,-2,-3,-4,53,40
0,-3,-3,-3,-4,-4,-34,38
-2,0,0,0,1,2,13,-11
0,1,1,1,-1,1,17,23
-4,3,4,1,0,-2,-50,-27
-7,-2,-1,-2,-1,-3,38,-70
0,-5,-5,-1,-1,1,-27,1
-4,5,4,4,4,8,-17,62
3,1,-3,1,2,4,24,-37
7,-2,1,-1,-4,-5,-3,74
-2,1,-2,-1,-2,-4,-35,-2
-8,-2,-1,0,1,-7,-28,-16
0,4,8,3,6,3,6,53
15,4,3,2,0,-1,-88,-33
-29,-6,0,0,3,6,127,-15
-2,-4,-2,-2,-1,-2,-30,32
-10,-2,2,1,-4,-3,-11,-17
-4,2,0,-3,0,-3,-13,-11
-7,-1,-1,2,-1,-2,-5,-33
3,-2,-2,-3,1,-1,-28,7
-28,-4,-2,-1,1,4,61,-39
1,-1,-2,3,-1,3,30,21
5,3,0,0,1,1,-23,-20
-7,-2,-1,-1,-1,-2,11,-5
7,-2,-2,-3,-1,-6,-44,-1
-1,0,-2,-1,1,-2,-28,-6
4,1,2,-3,-1,-5,-37,23
