ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-30,-1,5,4,-2,-3,5,-14
6,-6,-8,-5,-4,-2,-8,26
1,7,1,-2,0,-1,0,-2
-10,-13,-1,9,-1,-2,-8,-10
5,6,2,-8,-2,1,-10,-13
-26,-10,7,8,2,2,-3,-9
-3,-8,-2,-1,-2,0,8,17
16,-2,4,6,3,1,4,-8
-21,24,4,1,-1,5,1,1
45,22,6,-1,0,1,-9,-24
-10,-3,0,3,-2,-2,0,17
-18,-9,-9,-8,-5,-5,-4,-9
-26,-1,-4,-2,-1,-5,-3,-4
2,-3,-3,-2,-2,-2,7,15
6,8,2,2,1,-2,-9,-23
-20,-10,-1,-4,-5,-6,-3,-7
-6,-11,-3,3,1,0,-12,-25
15,8,5,3,2,5,18,35
15,4,-7,-3,-1,-1,-3,2
1,12,10,-1,-1,-1,-10,1
-53,-56,-10,-5,-6,-7,-18,-26
2,2,0,3,1,0,-1,17
-5,6,3,-3,0,1,10,3
-7,5,2,-4,-1,-1,0,5
7,-6,-2,6,1,0,5,23
-1,22,2,-1,-1,1,-16,-25
20,-7,-6,-1,-1,-2,1,11
-6,-5,-3,2,1,0,-1,15
14,2,3,5,4,1,4,12
7,-10,2,2,-2,0,0,-5
-4,3,-2,-4,-4,-3,-7,-19
2,-8,1,6,2,2,4,7
32,37,3,-10,-2,-1,0,-24
-11,-21,2,4,-1,-4,-2,-13
-8,-4,-3,2,1,-3,3,11
22,-5,-15,0,2,1,-10,-31
35,-19,-7,3,1,6,16,33
3,-9,-2,-4,-4,-1,-3,-13
7,2,4,8,3,4,6,23
-46,-15,-2,-6,1,-3,6,-11
-45,7,-4,-2,-2,-4,-8,-7
-19,-4,-1,4,6,5,4,5
-13,-1,0,-10,0,2,-1,-11
19,15,4,3,1,-2,-2,5
-2,-1,3,-3,-2,-2,1,-3
23,18,2,-2,-2,-2,4,14
-41,-13,-3,0,0,-5,-14,-21
-3,1,-11,0,3,5,3,2
6,18,-2,-4,-4,-1,-1,-6
-14,-7,-1,-2,-3,-2,-5,-8
