ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-31,-7,2,1,-2,0,5,20
20,19,-5,0,0,-3,-3,-23
-15,-42,-13,-9,-7,-6,-11,-26
-11,11,-5,0,1,-1,0,30
-1,-9,-2,-5,-1,0,-3,-15
-7,-25,-6,-3,-2,-1,4,-5
28,1,7,2,1,0,2,2
-8,-16,-8,-2,0,-1,5,24
-17,9,-2,0,-1,-1,-2,1
-17,-16,0,-1,-4,-5,-6,-48
2,33,5,-2,1,-2,-5,16
-25,5,6,4,2,1,-4,-29
8,-1,-2,0,0,0,1,16
36,3,0,1,-1,3,4,12
-26,9,12,6,3,1,-6,-26
19,24,-8,1,-5,-2,-9,-20
-8,-5,-23,-22,-4,-4,-8,-1
16,12,10,8,-3,-7,-1,24
-8,-16,8,4,3,5,3,-20
-3,12,2,1,2,-3,-7,-16
13,-1,13,11,3,0,-2,-6
-8,1,-13,-8,-1,0,2,-6
20,-19,1,2,0,3,5,-25
-24,37,2,-5,-3,-5,-3,3
0,-29,-5,3,0,1,-13,-3
-2,-5,2,-3,0,3,2,-2
-54,7,-3,-1,-1,-5,-7,19
25,-15,-2,1,1,2,10,15
7,4,-1,-2,0,1,-5,-3
4,6,3,-2,2,1,-4,-2
29,3,-5,-6,-3,-3,6,19
7,5,6,3,0,-2,-10,-15
-13,3,6,0,-4,-5,0,-14
11,3,-6,-7,1,2,-1,6
27,4,-6,-6,-3,-5,-6,29
0,16,10,6,3,4,1,-36
-1,-19,-11,-10,-5,1,13,44
-2,2,5,7,4,2,-2,2
1,-9,-11,-4,-2,-1,4,-3
14,1,-15,-9,-8,-5,-1,9
17,-1,-1,3,2,0,9,22
-29,-18,2,5,0,-2,-18,0
1,-2,-4,-3,-4,-1,0,5
-29,18,3,-7,3,3,11,14
39,63,17,8,2,4,6,2
-17,4,-6,-6,-2,-3,-11,-22
12,11,7,10,4,3,12,-11
25,-26,-4,-1,-1,0,-2,-3
-8,9,6,-4,-1,2,2,35
7,2,4,3,0,1,13,14
