ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
5,0,-5,1,2,-3,0,16
1,2,3,2,-1,3,-34,-4
-10,-2,-2,-4,-1,0,-3,7
5,8,-4,-1,-2,-7,-57,-14
-3,-4,-2,-3,-1,-3,-12,-9
-1,3,-2,0,-2,-2,13,3
0,-2,1,1,2,2,-1,-3
5,1,0,-1,1,2,51,10
-4,0,1,1,-1,7,17,-10
-4,-1,-2,-3,-2,-4,24,-13
2,-2,-3,-5,-2,0,4,-14
2,5,1,-1,-4,-4,-122,-15
-7,-10,-7,-2,-2,-4,79,19
-1,2,-6,-1,0,-1,21,0
1,-2,5,1,6,-3,-45,9
-7,-8,-3,2,-3,8,-5,-20
9,5,1,-1,3,-3,-128,-12
-6,5,2,-5,-3,-2,61,34
-3,-12,-9,0,-6,-8,-77,3
-1,-6,-4,-2,1,-4,-57,2
0,-1,3,0,0,5,31,-1
2,10,8,-2,7,-5,-122,-62
6,-8,0,2,-2,10,40,63
-1,-2,0,0,2,0,-15,6
-5,0,0,0,-2,-3,-49,-5
-1,0,0,-2,0,-2,22,-27
-6,3,2,0,-2,-1,81,20
1,-14,-8,-4,-2,-3,-1,0
4,9,2,1,1,0,-18,7
1,-6,-2,2,0,4,4,16
-3,7,3,0,1,1,-66,-55
0,2,1,-2,-5,2,112,12
0,-1,-2,-2,-5,-2,-23,6
-6,-15,-13,-3,-2,-5,-16,13
-3,0,-4,-2,-2,-9,-58,-28
2,5,2,1,2,3,-60,3
-2,3,-3,-1,-4,2,40,-8
0,-9,1,1,-2,6,16,3
7,11,4,2,7,1,-64,-19
-4,-5,-4,-3,-1,-1,18,33
5,0,2,3,1,-1,-41,7
-4,-4,0,1,0,10,55,-13
5,3,-5,0,-2,-3,-12,21
-4,-3,2,0,0,-3,-33,-52
5,0,1,1,-1,3,-19,18
-1,8,10,1,-1,-1,-5,-71
7,0,-1,4,5,12,38,42
6,5,1,1,-2,1,21,-5
-8,-1,-5,-7,0,-11,-77,-25
-5,-1,1,0,-7,-5,-33,34
