ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
17,61,15,5,1,3,20,13
-13,2,-4,-5,0,-1,-5,-20
17,14,7,-1,0,2,-2,-14
-14,20,13,8,1,2,6,44
11,-16,-2,2,2,4,8,-9
1,-3,-1,-2,-3,-3,-5,-3
7,25,3,3,-1,-3,-1,15
19,11,0,-5,-4,-4,-1,-1
-17,-9,5,-3,-3,-3,-9,-13
-5,1,-7,-1,-1,-3,-1,-7
3,4,2,-2,2,2,1,-20
-20,-6,4,1,0,0,-6,-13
-5,13,-5,-2,-2,-2,-6,-8
-19,-6,-4,-5,-2,-1,-1,-9
39,10,3,1,0,2,-1,16
-43,-50,-5,-4,-5,-4,2,-8
-19,0,3,2,-1,-1,1,-11
-11,-5,-1,-5,-1,0,-9,-1
-20,-8,5,3,6,7,16,25
-7,-8,4,4,2,3,-1,-15
48,-14,-10,-7,-4,-4,-2,13
-4,9,3,3,-1,0,-4,-10
-6,-5,1,-3,-3,-1,-2,1
4,15,-10,1,3,0,-7,-39
-4,-12,-4,-5,-4,-2,1,-2
-28,-12,-11,-5,-3,-2,1,28
-13,9,2,-3,0,1,1,-12
20,3,2,2,0,0,-6,-16
-8,-3,2,2,2,0,4,2
28,8,0,2,-2,-3,0,-1
-12,-10,-8,-7,-3,-2,-4,0
0,7,-3,0,-2,2,2,5
-10,-13,0,6,-1,-1,-2,-3
19,11,-5,-5,-3,-3,9,14
12,0,-2,-1,-1,-2,-2,43
14,14,7,-1,1,2,9,1
-13,0,1,-4,-1,-1,0,3
4,-4,8,4,0,1,-1,-9
5,8,-1,4,0,-3,-3,-16
7,-19,1,3,2,1,1,-8
0,-4,-5,-3,-1,-3,-3,14
-6,11,-4,-2,4,2,3,-5
4,0,4,5,0,1,-2,-5
48,34,1,-2,-1,-3,-9,-4
-39,-17,-1,-1,4,1,1,-15
-28,-33,1,1,-1,-2,-2,5
-3,-3,4,2,-1,1,2,-29
15,11,-6,-2,-2,-4,-1,41
18,11,3,3,4,3,-11,-15
-1,3,2,0,-3,-3,4,10
