ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
18,17,-1,-3,-5,-3,-5,0
33,-7,-6,-5,-5,-6,-9,5
-22,-1,2,-2,2,1,2,-21
5,0,13,5,-1,1,-2,-8
-7,-2,-4,-5,-2,-1,-2,-9
13,-9,-8,-8,-4,-4,-1,15
1,1,2,-1,-3,-1,-3,-6
11,20,4,0,-1,-1,0,8
-8,-4,-7,-9,-1,-6,-4,-47
-7,-2,-3,2,0,0,-1,26
2,1,-1,-3,-2,-2,-1,9
16,-12,2,-2,1,2,1,12
7,6,-1,5,0,2,-1,-12
-48,2,4,2,-1,-2,7,-65
3,-2,-11,-8,-5,-8,-3,12
-8,-2,-2,-2,0,6,2,21
0,18,7,2,-2,-2,-5,-13
-40,-56,-13,-5,-5,-1,16,4
15,6,2,2,5,6,-2,13
21,3,-2,-1,0,0,-13,-14
1,20,4,2,2,3,13,23
11,23,13,8,-1,-2,7,24
0,8,-7,-6,0,2,-1,-23
-19,-7,0,1,3,3,1,4
-27,-9,9,5,2,-4,-7,1
-17,12,6,2,-2,-4,-2,-16
8,-8,-10,-2,-2,0,2,-3
-23,6,3,1,-3,0,-2,-19
-18,-12,-2,1,0,-1,2,42
10,21,4,-2,0,-2,-4,1
-16,-4,1,-2,-1,-2,5,-4
-5,-8,-15,-7,-4,-4,-12,-10
15,-7,2,-2,-4,-2,14,25
2,-20,-21,-7,-1,3,-8,5
-7,-11,7,5,0,-1,-2,-9
14,-4,2,3,-1,-2,3,5
1,8,7,3,3,3,-9,-30
11,15,13,4,5,5,-3,-25
-9,-8,-6,-4,-3,-7,-2,16
-26,0,-1,7,4,6,10,13
-1,-1,-13,-8,-3,1,-3,0
7,6,3,-3,-2,2,1,34
-18,-38,0,1,-1,-2,-11,-1
14,9,1,0,-2,-5,-2,20
16,-13,-8,-9,-1,2,7,-1
-6,0,-1,1,1,-5,-2,18
13,20,3,1,1,1,2,-8
-8,-12,-6,-6,-3,-1,0,-6
23,8,0,5,4,4,-4,-12
-12,-20,-7,-6,-3,-1,1,-7
