ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
7,2,-1,0,-1,-3,55,5
1,-4,0,-1,1,0,-2,23
-3,2,-2,2,0,5,-5,19
3,-2,0,-2,4,-9,-100,-17
10,15,9,1,5,1,-40,5
-18,-19,-11,-2,-3,18,108,-4
2,-2,-5,2,0,2,-73,-32
7,0,3,2,0,-11,-128,41
2,5,4,2,1,3,0,-19
8,3,-3,-3,-2,-2,36,64
-6,1,0,-1,-2,-2,-24,-5
-7,-9,-2,-3,0,-8,-12,-6
-5,1,-1,1,-5,0,-12,-12
-5,0,1,-1,1,-3,1,-22
0,-1,-2,0,-1,1,85,7
2,0,-3,-3,1,2,15,1
-5,-2,-3,-3,0,-2,-25,7
9,3,2,-2,-1,-17,-128,-10
-2,1,5,-2,-1,6,78,5
-2,-5,-9,0,-6,4,63,2
2,-1,-1,1,2,-1,-57,-5
-2,5,0,0,-1,1,73,-15
-2,1,-3,-3,1,-11,-64,29
-5,-4,3,0,1,11,78,-54
-8,-6,-4,-5,-4,1,25,12
2,-1,1,1,1,-4,49,-21
2,4,-1,1,0,4,-7,0
-7,-3,-6,-3,-4,-5,-46,-24
0,-2,-3,-4,7,-3,66,53
-1,-7,1,1,-3,-1,-86,-5
-4,-1,2,0,3,-3,79,-37
1,2,1,-1,-6,3,-25,37
-1,-7,1,2,-1,-2,-10,-26
-1,0,-6,-3,-6,-4,8,3
3,-4,-3,1,2,1,-23,24
2,6,4,-3,1,-6,18,6
1,5,2,-1,0,-1,-3,-17
-1,7,-3,4,3,12,25,-1
1,-13,1,0,0,-1,-55,10
0,-1,1,-1,0,-6,-63,12
-5,-2,2,-1,-5,-6,-33,-73
3,0,-2,-1,-1,2,74,73
2,8,1,-2,-4,-2,-42,-10
4,1,-1,1,3,-12,-124,16
0,-1,1,-3,6,-4,78,-14
-3,-12,3,4,-5,16,-7,35
-3,-2,-7,0,-4,-3,-93,-8
-3,-4,-7,-2,1,10,100,6
4,2,-2,-4,-3,-10,-128,-9
-1,4,5,-3,9,6,43,-26
