ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-10,-12,-3,-1,2,-3,-4,11
1,4,-1,1,-1,0,-26,-16
-6,0,-3,-4,1,-2,-52,18
0,0,-1,-1,-6,-4,-14,-2
10,0,1,-1,0,-2,26,10
-17,-2,-1,-3,-5,-2,-49,21
-9,0,1,2,0,-1,20,-23
14,8,-3,-3,0,-6,-100,-14
3,-15,-3,-2,-3,2,127,3
-7,3,-2,-1,-3,-5,15,-40
6,4,1,-2,1,-2,-52,-40
1,1,-3,1,1,8,-29,9
-4,-1,1,0,-3,-5,4,-8
3,0,-4,0,4,4,-11,-10
2,-3,-2,1,-3,0,19,0
-5,0,0,-2,0,1,55,-29
-11,5,4,2,-2,-2,-36,7
9,-2,2,2,1,2,21,11
-9,-1,1,-2,-2,-1,-7,-4
-1,-3,-3,1,0,-6,-21,-12
2,0,-1,1,3,3,22,30
-10,2,1,0,0,4,22,-2
38,4,0,1,0,2,-3,9
-31,-9,-2,-1,-1,-1,47,13
3,3,-2,0,1,-1,-2,10
-1,4,-1,0,-3,0,-51,6
-11,1,-1,-3,-1,-4,53,-9
36,-6,-1,0,-3,2,61,35
-14,0,-2,-4,-5,-8,-74,-41
-1,5,0,-2,0,1,42,-9
13,0,-3,-2,-3,-4,-46,87
1,-9,-2,-3,3,-1,-5,-22
-4,9,0,1,1,1,0,10
-2,-7,-1,-1,-4,-6,-38,-23
-9,0,4,6,3,1,-39,-26
-1,4,-2,-4,0,-3,-21,18
4,1,-3,-5,-5,1,22,18
-1,-2,2,1,0,5,93,-21
-1,0,-1,0,1,3,12,12
-10,-2,-4,-5,-7,-13,-85,-36
-2,-2,2,1,0,4,14,6
6,0,1,2,2,-3,-55,19
-16,-5,1,-4,-2,5,51,-24
1,8,0,1,0,1,14,9
1,0,0,-2,-1,-1,-27,-10
1,-5,1,0,2,0,4,11
2,-2,-1,0,1,-3,-12,16
1,1,3,5,3,10,8,-8
-4,2,2,0,1,1,76,14
6,4,-3,-1,1,-1,-37,2
