ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-13,-25,-13,-8,-5,-3,-9,10
0,-4,2,-3,-2,1,6,10
0,0,0,-3,-4,-4,1,10
-3,-13,-10,-3,0,-3,-6,-9
27,12,8,3,3,4,2,-1
4,2,-4,-3,-2,-3,-11,-21
-4,-12,-13,-9,-3,-6,-5,19
-14,-7,1,2,1,1,1,-4
-10,-5,-2,-2,-3,-2,-2,-5
-22,-16,1,1,1,-2,-10,-12
23,-9,-2,1,-2,-2,10,7
7,5,0,-2,-4,-2,-2,-5
5,-5,-7,-3,-1,-3,-9,11
-15,-8,4,-2,-1,1,2,-7
-11,4,2,-4,1,2,5,10
-3,-5,0,0,2,-1,-1,5
1,-7,-3,-3,-3,-1,4,1
-9,1,-2,-1,2,2,3,20
6,0,-2,4,3,5,-4,-18
6,10,5,4,2,2,3,5
-2,1,1,-2,0,2,1,7
-20,-21,-8,-6,-4,-4,-4,-14
12,11,5,4,1,-3,0,-1
23,18,4,-1,3,0,-9,-7
-15,-7,-2,-1,-1,4,10,10
19,1,-5,-2,-3,0,1,11
-3,-6,0,-3,-1,0,-2,-18
-6,3,2,2,0,2,6,1
8,7,3,1,1,-1,2,-6
8,4,-1,-2,3,2,1,9
-10,-2,-6,-6,-5,1,-3,-1
-27,8,1,-4,-3,-4,2,6
-7,3,0,2,1,2,-4,-20
0,-16,0,3,-1,0,1,0
3,11,4,3,4,5,3,-11
3,-15,-9,-5,-4,-2,1,6
8,1,1,1,0,-2,-2,2
3,23,10,6,4,3,-2,-13
13,10,2,1,0,-2,-1,-39
-24,-20,-11,-3,-2,-1,-1,32
23,10,-2,1,0,-3,1,5
-6,5,1,-1,-1,0,0,2
-15,-3,-1,-1,-2,0,10,-12
16,7,1,-2,-1,0,-1,-6
3,-2,1,0,-1,-1,-2,19
2,6,0,-2,0,2,0,-1
-33,-15,-3,1,2,4,3,17
-4,9,1,-3,-2,-4,-5,-19
-3,-3,-8,-5,-2,-3,-1,15
29,7,0,-1,-2,-6,-2,-6
