ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,7,1,2,1,7,83,-6
-3,-23,0,1,1,0,1,25
0,5,4,3,0,-1,-90,-15
0,-2,3,-1,0,1,96,-18
5,16,4,1,-4,-4,-74,12
-5,28,-7,-5,-1,0,13,22
-7,-40,-9,0,0,-1,-29,-7
-3,-3,-2,2,0,5,41,-3
0,-14,4,-1,-4,-4,3,-17
3,19,4,1,1,6,4,-12
2,6,0,-6,1,-3,-9,-4
0,0,2,-1,-1,-8,-32,10
-2,0,-1,4,1,3,36,-4
1,0,-1,1,-4,-6,-25,-6
-3,10,2,0,0,2,-3,-3
2,1,2,1,1,-1,17,-4
0,-6,1,-3,1,0,-44,12
-3,-9,1,-2,1,-4,71,-12
1,-1,-4,-1,-3,-5,-38,3
-2,0,-2,-1,-5,-3,-42,-10
-5,0,-3,-2,-3,-1,-17,-4
8,-2,0,3,3,2,-18,5
-4,0,-1,-3,-2,-3,-7,-2
-1,0,-4,1,-1,-3,-29,31
-2,-5,4,0,-4,-2,-4,-6
1,-5,6,1,-2,-5,-50,-12
-1,9,-27,-6,-4,1,18,8
-2,-21,0,1,0,-6,-71,-1
-7,-11,0,-2,2,8,112,-1
1,-1,2,0,-1,0,-32,8
3,8,9,3,-2,0,18,-14
-1,3,-1,0,2,1,-26,-5
5,4,1,1,2,1,-36,13
-4,-6,-5,-4,-4,1,71,-1
-1,4,2,2,0,4,21,-6
3,5,2,1,-4,-5,-58,-5
-6,-10,-5,-5,1,0,68,-19
-3,-1,-3,-4,-3,-2,19,14
-6,-2,4,2,0,3,10,-23
1,-4,-2,1,-3,1,5,6
3,5,-2,0,3,-1,-65,7
-1,0,1,1,-2,2,-4,-24
1,3,5,1,-2,-1,9,3
-4,5,1,-2,2,1,32,-6
4,2,-3,-1,-1,0,-28,9
2,-8,-7,-1,0,1,-15,-1
4,5,5,0,0,-3,40,13
-1,8,3,0,-1,-2,-17,-19
0,-3,-4,1,0,-5,-43,6
-1,-3,1,2,1,-1,5,0
