ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
35,-3,-1,-1,1,1,-2,-11
-16,-26,-12,-5,-5,-2,5,-12
5,-11,3,2,1,-1,-2,0
-42,3,7,7,4,3,-13,-40
-33,2,-1,-5,-2,2,14,31
9,-12,-4,3,2,1,-1,13
8,-9,6,3,5,4,0,-6
-5,-12,-3,0,-2,-4,-4,-17
25,18,0,-4,-4,-4,-2,-12
-1,-17,-6,3,-1,-2,0,27
-11,-23,-2,0,1,3,5,-16
12,44,7,4,-1,-1,3,1
-15,-14,-3,-4,0,-1,-2,7
13,23,3,1,0,-1,-5,-37
-11,-10,-5,-1,0,-1,7,22
-3,-15,-10,-4,-2,-1,3,26
-7,4,1,-4,-3,-1,-7,-26
-7,4,-4,-5,2,3,3,13
20,1,4,-4,-3,-3,-6,0
-16,-1,2,-2,-3,-6,-5,-14
14,1,-5,-6,-3,-3,-6,-28
13,-12,5,9,5,5,14,23
-15,11,3,2,-3,0,-9,-6
-26,-52,-7,-5,-4,-4,0,15
32,1,2,1,4,2,2,-22
1,-3,-1,2,1,4,-1,-17
-16,-1,2,5,0,-1,1,10
26,41,0,-5,-1,-3,0,-13
-28,14,-2,1,-4,-8,-7,4
-18,4,2,-7,-5,-6,-5,-14
-2,14,2,0,1,3,1,4
-9,-2,5,7,3,2,0,4
-4,-9,-4,-2,1,-1,0,18
1,-4,-8,-3,-4,1,5,-1
-7,-1,-5,-6,-2,-5,-10,-50
-12,-20,2,1,0,-1,1,-2
-17,-19,-13,1,-1,-6,3,13
-19,-9,3,4,2,1,1,1
-19,-18,-10,-3,-3,-1,2,13
19,13,-4,-1,-2,0,-1,1
14,24,10,6,3,4,6,31
-17,2,0,-1,-3,-2,-8,-20
-26,-7,6,5,2,2,4,2
-22,-1,-2,-3,-5,-2,4,15
-4,2,5,0,1,2,5,-1
18,-16,-6,-1,-1,-2,-4,21
-9,-9,7,7,6,3,1,7
-3,14,10,6,0,3,-3,-14
3,1,-10,-4,0,-2,-10,-4
-31,-4,12,5,2,-1,-6,-11
