ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,-1,4,6,6,3,-1,7
-8,-4,3,9,3,3,24,45
-11,-24,-2,-2,-3,-3,-12,-20
-3,-17,-25,0,0,-1,4,16
2,7,9,-3,-3,-5,-8,-10
-14,-5,4,12,5,3,-4,4
-2,-2,-4,-12,-4,0,6,13
-25,-1,-4,-5,-1,3,10,4
12,2,4,4,-2,-1,-1,-3
-10,-13,-6,-5,-3,-5,-3,-9
-19,-16,-2,-2,-1,-1,-1,1
-6,-1,4,3,0,-2,-1,-10
2,-4,-1,-3,-2,0,-4,16
0,24,6,6,2,0,-13,-48
4,-14,-1,14,7,10,36,35
20,-8,5,1,-2,-2,-2,-12
-1,3,-9,-3,2,0,-1,8
-8,15,2,-5,-2,0,18,-22
-10,-14,-4,7,1,0,0,29
14,22,-2,2,1,2,-9,-9
-10,-6,7,7,0,1,2,0
6,3,1,-1,-2,-4,-4,5
-18,-3,-4,-13,-2,-3,-8,-18
0,-5,-1,6,1,0,1,-1
7,7,5,1,-1,-1,-2,9
9,3,-12,-12,1,1,-2,7
14,11,6,12,4,1,-9,-22
-18,-27,0,-6,-5,-3,-1,-7
0,-4,4,7,2,3,5,0
15,-6,-6,-7,-5,-2,-2,11
-3,-3,5,0,-3,-1,-1,-6
-5,3,-6,4,-1,-1,-5,4
4,-8,0,3,2,2,5,-6
3,-10,1,3,1,2,5,6
15,15,-4,-16,-5,-2,-6,-3
5,-1,1,-1,-4,-2,1,15
-16,5,5,-7,-4,-5,-17,-9
9,-4,3,7,9,7,9,1
13,-9,-5,0,1,-4,-9,-42
43,26,7,8,2,2,20,35
-54,-39,-4,1,1,3,12,0
-15,14,3,-3,-4,-6,-12,-10
5,4,6,6,3,1,4,2
9,-2,-7,-4,-1,0,-8,-16
15,14,0,1,-2,-2,-3,9
1,-4,6,-4,-1,1,0,0
-22,-6,0,5,4,1,8,-8
-1,3,3,-2,-3,-5,-5,-4
5,26,-1,-5,1,1,1,12
0,-14,-2,-3,0,3,23,28
