ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,-12,-14,-9,-2,0,2,32
-10,-4,0,2,2,-3,8,26
-17,-4,-19,-7,-1,-1,0,-14
50,11,10,2,-1,-7,6,-23
29,33,13,8,4,4,-8,-14
-29,-4,-6,-4,-2,-1,7,19
-37,3,-2,-2,1,2,-10,-47
3,-12,-20,-5,-4,-5,-6,0
17,6,12,4,-4,-3,11,42
0,23,1,-2,2,4,0,-26
5,9,6,4,2,2,1,-2
-5,-14,-9,-2,0,1,2,20
-6,5,-5,-2,-1,0,4,-14
-22,21,3,-1,0,1,-13,-29
-11,2,15,4,-3,-8,-3,9
3,23,5,-3,-4,-7,-7,27
13,15,3,1,0,3,-2,-23
-16,-46,-13,-5,-4,-2,2,6
39,11,21,5,1,1,9,6
-45,-31,-8,-6,-4,-5,-6,-29
5,-4,-7,-9,-2,-3,-10,-3
-14,3,2,1,1,6,17,-45
30,-14,-22,-14,-9,-7,2,47
22,33,13,5,2,2,1,25
-1,-20,-49,-15,-6,-5,6,14
28,-20,-21,-6,-2,-4,-14,34
-51,-7,9,4,2,4,2,-31
27,15,9,1,-2,1,6,-1
0,9,8,2,-1,-2,-11,27
7,2,0,-4,-5,-2,3,14
8,-2,-5,1,1,2,1,-16
-5,-4,0,0,0,1,-3,2
-23,2,15,11,6,1,-9,-44
11,0,10,-1,0,-4,-11,16
-1,10,-2,-2,-1,-1,-14,-42
8,12,11,0,5,7,28,39
-51,-30,-1,-2,-4,-5,-9,-8
-24,-26,3,6,4,0,-10,-5
14,9,-5,-1,-2,-9,-25,-19
-27,-17,6,1,0,0,-5,-19
22,22,14,7,5,2,-10,-31
36,15,-11,0,1,5,26,79
-25,-26,-7,-3,-1,-1,2,-3
-23,-26,-1,1,0,-3,-14,-48
-14,42,10,-3,-2,-3,-3,-7
-53,0,7,2,2,3,-3,-31
-7,-12,-6,-4,-3,-1,11,47
-5,-2,-2,0,-2,-4,-1,-6
-30,-12,2,1,0,1,0,-15
0,3,6,1,1,-3,-4,-5
