ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,-14,-6,-4,-2,-2,10,21
-10,-4,0,-3,-4,-2,-6,14
5,0,-3,-3,0,0,-5,-26
4,-10,-4,-3,-2,-3,-2,0
-2,6,0,2,0,5,7,-12
18,12,0,-3,-2,-3,-9,-20
16,9,1,3,3,1,3,7
12,20,3,-2,1,2,-11,-26
-25,-4,-4,-3,-3,-4,8,25
1,1,-1,-1,1,3,8,15
-18,3,0,0,-1,-2,-6,-28
8,4,-2,-7,-3,-3,-4,4
-5,-3,-2,-2,0,-2,1,5
4,-10,-4,-1,-2,0,-2,-9
4,-7,-1,-2,-2,-1,3,6
-8,2,1,0,1,0,8,13
12,-13,-4,-2,-1,0,-5,29
-32,-21,-1,2,-1,0,-5,-17
5,-3,-5,-3,-2,-1,-4,9
54,17,9,11,4,5,14,21
-35,7,4,2,4,3,-4,9
13,14,0,-1,-1,-1,1,-8
-8,-13,-4,-6,-4,-2,-7,-10
-13,11,6,1,3,-2,-14,-13
-2,-17,-7,-3,0,3,12,7
-1,0,-1,1,-1,-1,2,14
-4,-7,1,1,1,1,5,-3
-12,1,-4,-3,-1,-2,-7,10
13,3,2,-2,-2,-2,1,-18
19,-1,-1,-3,-3,-4,-20,-19
-36,-7,0,4,3,2,1,27
9,-10,-11,-3,-4,-5,-5,-5
14,-2,-7,-3,-1,-2,0,-8
4,-1,0,-1,2,2,9,10
13,3,2,1,-1,1,4,4
-11,-7,-5,-6,-5,-5,-4,-9
4,8,1,1,-1,-3,-9,-19
14,13,-3,3,-1,-1,1,-10
9,-2,3,-1,1,0,-2,-5
-23,-9,-8,-5,-5,-3,-3,-5
6,-2,2,0,-1,0,-9,-24
14,5,3,2,2,5,11,2
35,27,8,1,-2,-4,-12,-25
-7,-2,0,0,-1,0,0,-8
-6,-2,1,-1,2,0,-2,17
-9,-4,-2,-5,-4,-2,-1,1
9,3,2,5,0,-1,-8,-42
-1,2,2,-1,2,5,11,19
15,10,0,-2,-2,-1,-9,-10
-11,0,-2,-4,1,-1,-6,-5
