ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,-15,-5,-8,-6,-7,-3,3
1,-1,-3,4,2,-1,-8,-6
11,3,6,-3,1,3,2,-1
9,10,1,0,0,1,4,5
-1,10,0,0,-4,0,-1,-7
6,-3,-3,2,0,-2,-4,-1
4,-2,-6,-9,-5,-7,-11,-28
22,8,3,2,4,4,4,40
11,9,-7,-6,-4,-3,4,7
5,-1,0,3,-2,-1,8,-10
-6,4,-2,5,2,4,6,24
7,9,2,-1,0,1,-2,-8
21,2,3,5,4,0,3,4
-17,-14,0,5,0,-1,-8,1
-28,-16,-4,-2,-3,-2,3,5
-15,-17,-4,-1,-3,-3,1,-9
-3,3,1,-4,1,-2,-6,1
-6,-11,0,1,-2,-3,3,12
2,3,2,0,2,3,5,15
26,-2,-4,4,1,-3,-6,-13
30,-13,-15,-9,-10,-11,-26,-8
-5,13,6,7,-1,-1,16,18
-9,-2,-4,-7,0,-1,-13,-19
-19,-2,-1,-6,-4,-3,-2,-13
6,-1,0,-2,0,-1,5,1
-5,15,1,-3,0,1,-9,-15
40,14,2,4,0,0,4,4
0,5,1,4,0,1,3,-2
-20,4,9,7,2,2,-2,-8
0,-5,-8,-7,-2,-4,-10,5
8,13,7,2,2,4,8,9
2,8,2,-1,2,3,0,2
-11,4,1,-3,0,0,4,-2
5,-3,1,-4,-2,0,-4,6
5,12,4,0,-1,-4,-4,6
-6,-9,1,-1,0,0,8,8
5,7,4,6,3,2,-3,-8
2,5,6,1,3,3,2,-8
-10,-5,-5,4,-2,-3,-7,6
2,-1,1,-4,-1,-1,0,3
-13,-5,3,6,2,1,-3,-13
23,18,-5,-4,0,0,-9,-14
-50,-57,-9,-5,1,-1,0,9
-14,9,3,0,-1,-2,-1,-7
-2,7,-1,-4,1,1,5,4
14,1,0,-5,-2,-1,-4,-14
-5,-1,-2,2,1,4,1,-10
3,3,-8,-2,-1,-3,-5,-20
1,-3,1,0,0,-2,-6,-8
-7,-12,3,4,5,8,7,11
