ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,-2,1,-1,-5,-2,-3,-3
-3,-3,-1,1,0,-2,-2,-4
2,4,3,0,-1,-2,-1,-1
1,-7,-5,-2,0,0,3,8
-2,0,-4,-2,-2,-3,-4,-5
-2,1,-1,-4,-1,-3,-4,-3
1,2,-1,1,3,14,8,1
0,3,4,2,-5,-12,-7,0
-2,-14,-4,0,7,2,-7,2
-2,11,1,-1,1,3,9,-1
-3,-6,-3,-1,-1,-1,-4,-3
1,5,2,-2,-2,2,-4,1
1,-2,-2,-4,-9,-14,-4,0
0,3,-3,1,0,-6,-2,0
-1,-6,1,3,9,14,6,3
-2,4,2,-2,0,4,5,-1
-2,-13,-1,-1,-1,-4,1,0
0,1,0,0,-2,0,-3,0
-1,4,-1,-1,-3,-7,-5,-3
0,-3,-1,1,2,2,1,-1
0,6,3,-1,-2,-2,1,0
-3,-4,-3,-3,-1,0,-3,-1
0,-3,-2,1,2,3,5,1
-1,-3,-4,-1,-4,2,-1,-3
-1,3,-2,-1,0,3,-1,-2
-1,-3,1,1,1,-1,1,1
0,4,0,-3,-4,-3,1,1
0,-3,-1,1,5,5,-1,0
1,-1,4,0,-5,-1,3,-1
1,-5,-7,0,0,-2,-2,-1
0,12,0,-2,0,-3,-5,-2
0,1,3,0,-3,0,3,-1
0,12,-1,1,0,2,-2,0
-4,-12,2,-1,-3,-6,-4,-1
-3,-6,-8,1,-1,-3,3,-2
0,0,1,-2,-1,2,2,3
0,7,5,1,2,0,0,-3
-1,-1,0,-1,-3,2,-4,-4
-1,-1,1,-1,-1,-1,-4,-2
1,-3,-2,-1,-2,-4,-3,2
-1,-5,-5,-1,3,4,3,1
0,7,6,-1,0,-2,0,1
-4,-6,-2,-2,-6,1,-5,-5
-2,1,-1,1,1,-11,-3,-2
1,-1,-1,0,-3,5,2,2
3,1,2,3,5,5,4,3
1,2,1,2,1,3,2,3
-3,-4,-1,-1,-3,-1,-4,-2
-3,-2,-3,-2,-3,-9,-9,-4
-1,0,-3,-3,-4,-4,4,-2
