ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-6,-4,-7,0,7,7,4,-1
2,8,13,1,-1,-2,-6,0
-6,-35,-9,-2,-2,-9,-4,-3
3,8,7,2,3,2,3,4
1,3,3,1,0,2,-3,-11
-2,-9,-2,3,2,4,5,0
2,3,-2,-8,-7,-1,0,2
1,2,3,0,-2,-2,-2,-1
-3,-22,-16,-4,1,0,1,2
7,17,14,4,4,3,2,-1
-4,-2,1,1,-7,-9,-3,-7
-7,-14,-4,2,1,-2,-2,-3
0,7,7,-2,0,0,-3,-2
1,-5,13,2,-2,-1,3,2
6,9,15,5,2,1,-1,1
-4,0,-6,-4,-4,-2,-4,-5
2,-14,2,2,1,-2,2,7
-6,8,-5,-3,1,-3,-6,-5
-2,1,-3,-3,2,-2,-2,0
-7,6,3,-6,-9,-5,-2,-3
-3,3,-10,-1,-2,-6,-3,-3
2,-2,-2,2,2,5,5,2
4,-2,-3,-3,3,4,2,2
-6,0,0,-2,0,-1,-3,-5
1,-6,2,2,2,-4,1,5
-1,9,4,-4,-7,1,-2,3
2,3,0,4,4,0,-4,-3
4,19,11,1,-1,-9,2,-1
2,-11,-14,0,-1,1,3,0
-3,0,-11,-6,-4,-5,-5,-2
1,15,4,0,-3,2,1,2
2,3,3,1,7,10,0,2
4,-4,0,-1,-2,-5,-1,-3
0,5,-2,-4,-3,-5,-2,-3
-7,-12,13,1,-1,1,-1,-3
-2,9,4,0,-6,-3,-3,-5
8,-7,1,2,12,5,1,7
-7,-5,-5,-1,-2,-1,-1,-4
-1,1,-7,0,3,-1,2,-1
0,-5,25,5,5,3,4,1
-1,-17,5,-1,0,1,0,0
1,-24,-9,-5,-7,0,-2,-1
-2,25,2,-1,-2,-4,1,-2
-5,-16,-12,-2,-1,2,1,2
6,26,9,-1,1,3,0,3
-4,-17,-5,2,6,1,1,-3
-1,-8,-5,-1,-4,0,2,-1
8,4,-1,-2,-2,-4,-2,3
-3,-3,-3,-2,0,-2,-1,-4
-1,15,9,2,4,0,1,1
