ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,9,8,1,1,6,5,2
-3,-9,-8,-2,-1,-8,-2,-2
1,-2,5,1,-1,6,1,0
1,19,6,-1,1,1,-10,-2
-4,-17,-5,1,2,4,12,-1
1,2,-1,-1,0,-1,-1,2
1,11,3,-1,-3,-5,-6,-2
-6,-18,-3,0,-5,-6,-5,0
1,4,-1,0,1,2,1,2
0,-4,2,-2,-2,0,-1,-1
1,4,-5,-1,-2,-4,1,0
-1,-3,-3,-2,-3,0,-1,-1
2,6,3,-1,-1,-3,-2,-4
0,-9,0,0,0,-1,-1,0
-3,-4,-4,-3,-1,-1,0,0
2,-3,1,-1,-2,-1,0,-1
0,-6,-8,-4,-2,-3,-7,-2
2,8,6,3,-2,-1,2,1
-3,-5,3,0,6,4,0,-1
-1,3,-2,0,-1,-4,1,0
-2,5,0,0,-2,-7,-5,-3
-2,-13,-9,-2,0,-1,-5,0
1,7,5,1,-2,-5,2,-1
-2,-16,-5,-1,-1,4,3,-1
3,15,6,2,3,9,1,3
1,9,2,-1,0,1,-3,0
-8,-25,-12,-3,-3,-4,2,-1
3,8,2,1,1,0,4,1
-3,1,2,0,-2,-3,-6,-2
-4,-6,-8,-1,0,4,3,-3
5,11,6,1,-1,2,-5,1
-2,-1,0,-2,-1,-3,1,-1
-3,-15,-10,-3,-3,-3,-2,-3
1,8,4,-1,0,-1,-1,-2
2,-1,1,2,6,7,3,2
1,-1,2,0,-2,0,2,2
0,4,-3,-2,-1,1,-1,-1
-1,-9,0,-1,-1,-6,-1,0
2,12,6,-1,-2,4,-4,-4
-3,-15,-9,-4,-3,-13,-4,0
2,4,4,3,6,5,4,0
-4,-14,-1,-2,-2,-1,3,0
-3,1,-1,1,0,1,1,-3
-1,3,0,0,1,10,2,-1
0,1,0,-3,-5,-9,-7,-5
0,7,0,1,1,-4,1,0
-2,3,0,0,2,2,2,2
-2,-1,-1,0,0,4,-3,-1
-1,-8,-5,-1,0,0,0,0
-2,9,5,-1,-1,0,-3,-4
