ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,2,4,-1,1,0,2,0
-3,-3,-3,-2,-4,-4,-2,-2
0,-6,1,0,-3,-3,-2,-4
0,9,5,0,5,2,0,-1
0,-3,-3,-2,-3,-2,0,2
0,9,4,2,0,1,1,-1
0,3,-3,0,3,2,0,3
-5,-6,-2,-2,-5,0,-2,-5
-3,-4,0,1,0,-1,-1,-3
3,14,1,2,0,-2,0,-1
-2,-9,0,-1,-1,-2,0,-1
0,-6,-10,0,1,0,2,3
1,-3,-4,-1,0,1,-8,-2
-1,-8,-2,-3,-1,-1,0,-1
0,9,7,2,0,-2,1,0
1,5,1,1,-1,1,1,-1
-1,-4,-6,-1,-2,-3,-2,1
0,1,0,1,-1,-1,-4,-4
1,4,3,2,4,7,5,7
4,10,7,0,-1,3,0,6
-1,5,0,1,1,-5,-3,-7
-5,-21,-7,-4,-2,-2,-2,-4
-2,3,1,-2,2,-5,-4,-1
-1,-3,-3,-1,-3,-1,1,-2
3,3,-1,0,-1,0,1,1
0,4,5,0,2,0,1,1
-4,-15,-9,-3,-2,0,-4,-3
-2,0,0,0,0,-2,0,-3
-5,-10,-4,-3,-2,0,-2,-5
5,8,6,1,4,8,6,6
3,2,4,3,1,2,0,-1
-2,-3,-1,-2,-2,-2,-7,-5
-2,-9,-1,-1,-1,-1,0,1
0,2,-2,-2,-3,-1,1,-2
-1,-3,-4,-1,0,-1,-2,-1
-1,-5,1,0,-1,1,1,-1
2,8,2,0,-2,-3,-5,-1
-2,-15,-4,-1,0,0,-1,0
-1,2,-6,-2,-2,0,4,4
-3,-2,2,2,0,-1,0,-2
-1,-4,-3,-2,-1,0,1,6
-3,4,-2,-1,-1,-2,-3,-10
0,5,1,2,2,0,-1,-3
-2,-12,-2,0,-4,-1,-3,1
2,0,1,0,2,3,2,-1
-3,-4,-10,-4,-2,-3,-4,2
0,1,3,-1,-1,-2,-2,-1
-1,0,-5,-3,-2,-5,1,-2
1,6,4,-1,-2,-1,-2,-2
-2,-4,-1,-1,-3,-6,-3,-1
