ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,-3,-3,-1,-3,-5,-4,0
-1,1,-3,-3,-2,-2,-4,-4
-1,2,9,1,-2,-1,5,6
1,3,-6,0,3,0,-4,0
-2,-4,-2,-1,-2,0,2,-3
0,-11,-9,-4,-3,-5,-3,2
-1,2,0,0,3,3,-2,-5
-2,1,-1,0,-2,1,1,0
2,6,4,0,2,0,1,4
-3,-9,-1,0,0,1,1,-2
0,6,-1,-1,-3,-6,-5,-3
-1,-1,3,0,1,2,1,2
-2,-3,-3,1,-1,2,-2,-3
2,11,0,-2,-3,-3,-1,1
0,-8,-4,0,1,2,3,-2
-1,0,3,0,-1,-3,-4,-4
-1,-9,-2,0,-3,-4,0,-1
6,17,9,4,4,7,5,6
-8,-17,-16,-4,-3,3,-1,-4
-2,-9,-7,-1,0,-3,3,2
-3,-3,1,-3,-4,-6,-1,-3
0,-1,-2,-2,-2,1,-4,-3
2,-4,1,1,4,3,2,2
1,5,3,1,4,0,0,0
-2,-7,-1,0,-3,-3,0,-2
1,6,-1,0,-3,-8,-3,-1
2,14,2,-1,1,3,0,-1
-4,-19,-4,-2,-3,-3,-2,-1
-2,-2,-8,-1,-1,1,-4,-4
-2,11,4,2,3,0,4,0
1,-7,-4,1,1,2,1,3
2,6,8,1,-2,1,-1,-1
2,2,2,-3,1,-4,-3,0
-2,-4,-2,-3,-3,-5,-5,-3
-2,-2,1,-2,-1,-4,-5,-3
4,17,5,2,1,3,5,4
-1,-16,-4,-1,1,6,2,3
-2,5,-4,-1,2,2,3,-1
0,5,6,-1,-1,-3,-3,-2
2,0,-5,-2,-5,-8,-7,-3
-2,4,-2,0,1,-2,1,0
0,-9,-1,2,2,6,5,0
-1,-6,-7,-1,-1,-7,1,1
-1,9,2,-2,-1,-3,-1,-2
7,14,9,1,0,3,-3,2
-4,-18,-5,-4,-3,-3,0,0
-1,-10,-6,-2,-3,4,-1,0
-2,-11,-14,-3,0,3,3,-1
1,10,7,1,1,4,3,3
-2,5,6,1,0,0,-3,-6
