ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
13,30,-5,3,9,3,7,10
2,16,22,-4,-10,-3,3,16
0,5,9,10,6,1,3,7
5,8,-2,4,-4,2,-3,2
-2,1,-1,-8,3,1,-2,-10
0,-3,5,11,-7,-7,-2,-5
12,13,11,13,41,20,20,85
13,38,7,-34,-20,7,3,-39
-50,-47,-37,3,12,-9,-26,-80
-14,-53,-13,-10,-23,-11,-11,-24
-11,-27,-33,1,-6,-8,-1,-8
7,25,19,17,12,5,19,47
25,34,24,3,3,6,12,38
-3,19,-3,-19,-10,-2,-6,-13
1,-12,-3,5,-8,-3,2,-10
-6,9,18,3,11,2,-2,7
14,7,6,1,-7,-2,9,18
-20,12,-2,31,11,-2,-14,-37
-11,7,0,-39,-16,-2,-4,-27
-42,-45,-17,-7,-11,-17,-19,-25
-2,-18,-17,-5,-5,-3,-5,0
22,10,2,-11,-3,0,12,56
1,33,35,28,2,4,4,-22
-3,16,-10,-9,2,3,-3,-6
4,-2,17,-4,4,0,2,41
-8,-1,-19,3,-12,1,4,-9
-3,0,-6,-10,5,1,-4,-15
3,-2,-11,2,-2,-5,-6,-14
11,-18,11,4,2,2,2,24
5,24,11,2,-3,1,5,11
-6,-40,-15,0,-11,-8,-4,32
-2,14,9,9,19,12,7,-6
1,-35,-13,-6,-2,-3,-14,-62
-2,52,-3,-5,-10,-7,1,14
2,-35,-10,-3,-13,-8,-6,-2
-3,-31,-7,4,-7,-2,3,-8
7,33,10,6,9,4,3,15
4,-33,2,-17,-14,-3,-2,-16
22,25,5,0,10,9,9,63
-3,-1,7,9,16,-3,-5,-21
-11,7,10,-4,-7,0,0,-30
9,-7,-11,-2,-11,1,2,10
-2,3,10,25,42,5,4,0
-2,6,-24,-8,-17,-2,-6,-14
6,-12,-10,-3,-5,-5,-2,16
-17,-8,17,2,8,3,-5,4
6,40,26,-1,-13,-3,-1,-50
-16,-5,27,1,-12,-3,4,23
-5,-19,-59,10,19,6,-4,17
-3,-12,-1,-7,-5,-1,7,-29
