ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,6,5,3,2,-2,-2,2
1,10,3,1,-1,0,-2,2
-6,-9,-8,-3,3,-6,-3,-5
2,3,3,1,-2,1,-1,1
2,9,4,-1,-1,5,3,1
-2,2,-2,0,0,-5,-6,-3
3,17,8,2,1,-1,-2,1
-4,-20,-12,-1,1,1,1,-5
4,8,13,1,-3,1,1,0
-5,-5,-6,1,6,1,-1,-5
-1,3,-4,-4,-12,-8,-2,-1
1,-7,7,2,3,0,-2,1
-3,-18,-13,-3,4,1,-3,-3
4,-1,2,-1,-7,1,6,4
-1,6,7,0,2,-1,-1,-3
3,4,0,1,0,0,-1,3
-5,-23,-6,-3,-3,1,0,-2
-4,-4,-2,1,1,0,-2,-2
-1,-5,-11,-6,-1,2,0,-1
-4,8,-2,-3,-1,-1,-2,-4
-1,1,3,1,-5,0,0,0
3,0,-5,-2,-5,-1,1,0
4,-9,10,2,0,-2,1,2
-8,2,-9,-6,-4,-5,-2,-3
-1,-13,-6,1,3,0,1,-1
-4,-11,-5,0,-1,0,-2,-1
2,10,-3,-1,-1,2,-4,-3
1,-7,8,6,5,3,4,5
1,8,-3,1,-3,1,-1,0
1,3,1,-5,-3,-3,0,1
-2,4,-1,0,1,-3,0,1
0,3,2,-1,0,-4,-2,-1
-2,-2,3,-1,1,-3,-3,-3
-2,-9,-5,-1,-4,-1,1,-1
-4,-1,-3,-4,-6,2,-3,-2
1,4,5,0,-3,3,3,1
0,5,-3,-2,3,-4,-1,-1
1,11,3,0,-1,1,1,2
-2,-13,-3,0,-2,-2,-1,0
1,4,-4,2,3,0,-4,1
1,-15,-2,0,-1,0,-1,1
-2,5,9,3,1,1,1,0
-5,4,-2,-3,0,-1,0,-6
3,-16,0,0,0,-2,2,3
4,13,0,1,1,1,2,2
-1,-10,-3,-5,-1,-2,-2,-1
-3,-4,7,5,3,4,0,-4
-4,-11,-3,-6,-4,1,1,-3
-5,5,0,-5,-4,-5,-4,-2
0,0,-2,0,-4,-1,-3,0
