ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-19,-15,5,3,-3,-5,-3,-10
1,-40,-7,17,0,-1,-1,-2
-24,9,-11,-15,10,2,-2,17
36,-1,2,16,8,1,-3,17
-7,19,9,5,-7,0,5,8
-7,12,-20,-33,-15,-6,-2,4
-9,-30,6,25,5,1,4,-30
-7,-17,10,-6,-6,3,4,-12
23,10,-8,-5,17,8,3,36
-26,-47,-4,20,-1,-4,-2,-40
21,27,0,-29,-8,3,6,47
-15,-27,-2,-6,-4,-7,-2,-8
-9,7,12,21,-12,-1,2,-55
-8,-11,8,-4,5,-2,-4,31
2,0,-4,5,5,3,-2,-19
-12,-14,-14,-16,-5,0,8,30
6,-7,-6,-3,-2,-6,-8,2
7,37,2,5,2,1,-3,-24
-3,-6,-3,13,6,0,5,-1
5,-3,9,13,1,5,4,8
-9,-2,-12,-11,-6,-5,-5,-3
23,4,-2,-4,1,0,-3,16
22,-13,0,0,8,1,-5,44
-3,75,14,27,-8,-4,-2,-38
-27,-49,-3,-21,31,18,3,-23
-13,7,-23,-39,-18,-3,-3,17
5,-12,2,-8,-5,-3,-3,-6
16,11,-14,9,19,8,0,25
8,18,14,5,-12,-11,1,22
-5,-1,17,21,10,1,3,-8
3,34,-20,16,1,-3,-3,-13
-25,-69,-9,-56,-8,-2,-6,-14
6,14,4,10,0,1,4,14
14,31,23,3,9,4,-5,3
-17,-81,-33,-15,0,-6,-3,9
-4,23,8,3,-3,1,-3,-45
3,-20,-16,-5,-7,-3,0,6
20,14,8,8,-1,-2,6,24
-14,6,20,16,-3,4,0,-41
-10,-79,-19,-17,-2,-5,-9,29
-8,-4,0,-3,-6,0,4,20
-18,0,-4,9,-5,-5,-7,-25
9,26,15,-3,1,4,13,27
7,7,0,7,0,1,3,11
8,59,7,1,-4,-4,-4,-6
-22,-50,-5,-4,1,0,2,3
19,2,12,5,-15,-4,9,54
-10,23,8,17,16,8,-13,-38
0,-21,-12,-17,-11,-4,-6,-27
-6,2,-13,-5,7,3,-3,-6
