ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,-4,2,-2,-5,-10,-4,-3
5,14,9,0,4,5,-2,2
0,10,6,0,1,1,7,3
-6,-21,-13,-2,-5,-5,-3,-2
-3,-9,-5,-3,-1,-1,-10,-2
4,4,-1,3,3,13,9,0
-1,-4,2,1,-1,-14,-6,0
4,6,4,0,0,1,0,1
3,14,3,2,-1,-1,-3,2
-9,-37,-10,-2,-4,0,-3,-3
-1,15,6,-2,-3,2,0,-2
-7,-18,-7,-2,-3,-4,-2,-6
-6,-32,-11,-5,3,4,0,-2
1,12,9,4,5,4,3,3
0,3,-2,0,-2,3,0,0
0,-11,-5,-3,-4,-8,-5,0
-2,25,8,2,-2,-4,2,-4
-3,-16,0,2,5,0,-2,0
-4,-3,-5,-1,3,9,-1,-3
2,13,9,1,1,5,3,2
1,-5,-9,-2,-1,0,-3,-3
6,25,9,-1,-8,-10,-3,0
-2,-8,-4,-2,-1,-4,-3,-3
-2,-1,-3,1,5,2,0,-3
2,-3,5,0,2,5,4,2
-2,-5,-8,-1,-1,0,-9,0
1,9,4,-2,-2,-5,8,0
0,-4,0,-1,-3,-6,-1,1
3,12,2,-1,-3,-3,-2,3
-7,-34,-23,-4,-2,2,-4,-3
0,0,2,-1,0,0,-1,-2
0,12,6,1,1,-2,-3,-2
3,-1,3,0,0,2,6,5
0,1,-5,-3,-6,-6,0,-1
3,-5,5,0,1,7,-6,2
-4,-14,-11,-1,1,-12,6,1
-4,-2,4,2,6,10,-3,-4
4,16,6,1,-3,1,3,2
0,2,0,0,-3,-5,2,0
0,-1,3,2,-3,0,-4,-1
-2,-10,-6,-1,-2,-2,1,-1
0,14,4,0,2,3,3,-1
0,4,0,1,2,8,0,2
4,9,9,-1,-3,-4,0,0
-3,-2,-16,-4,-5,-20,-10,-3
-7,-22,-3,-5,-3,-4,1,-3
3,-1,-2,-2,3,1,-2,0
-1,7,6,0,1,9,4,1
2,1,1,1,2,3,0,1
2,16,3,0,-4,-7,-2,0
