ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
28,-32,7,-5,-14,-2,3,31
-16,104,18,23,-5,1,-3,-34
-28,-92,-12,-31,-10,-4,-8,-17
12,39,-2,-4,-8,-4,5,15
5,32,-1,-1,-8,-4,3,36
-10,-28,-11,4,-5,-6,-17,-52
4,22,9,3,4,-3,2,11
-2,-1,-1,-6,1,1,1,-15
23,35,-4,-12,-1,9,13,30
-22,-33,8,-10,-1,3,-1,18
-2,30,-5,2,1,-1,-7,-24
0,24,7,-2,1,0,1,8
2,-51,-11,14,4,-4,-6,-5
-14,1,3,0,18,1,2,2
15,11,4,0,-9,-1,1,-2
0,35,12,10,11,5,4,12
1,4,4,4,-5,-3,-6,-10
-9,-14,-14,-29,-4,2,4,10
11,28,11,3,-22,-8,3,22
18,-10,7,5,43,12,-4,-8
-18,-11,-20,-30,-16,-8,-8,-7
-10,-43,-19,-3,-3,-5,-4,-4
1,-19,5,10,11,5,6,13
6,-51,3,7,-12,-3,0,16
-1,-18,-5,-14,2,-1,-7,-21
1,19,15,14,3,-3,-7,2
2,17,-4,-8,-6,-2,-1,13
-6,-17,-2,2,-7,-3,3,-15
-11,-32,-12,10,16,7,2,6
10,21,4,-4,-15,-7,-4,-10
-16,-2,-6,4,2,-1,-3,14
33,17,0,-2,-9,-5,-3,-13
-15,-12,4,21,5,3,7,-5
-1,-2,-4,-2,-8,-2,-1,13
11,-1,4,3,6,2,0,-10
1,-25,-2,-17,-1,-1,-2,-3
3,-10,-42,-19,-17,-10,-6,25
6,69,3,23,11,-1,3,-4
3,-23,6,-4,2,6,-1,-8
-16,29,4,-5,-21,-6,-8,-19
-13,17,25,11,1,0,-2,-19
10,-9,-10,-14,-10,0,5,12
-4,20,-3,-3,16,6,9,7
4,-11,-4,4,10,0,-2,26
-17,-32,-10,-11,-8,-5,-12,-47
7,-13,9,2,2,3,8,5
6,48,2,8,2,-2,-3,-18
12,-8,-13,-14,-6,1,5,12
-4,1,17,5,-3,-3,-6,-5
-2,-8,4,16,16,4,7,7
