ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
15,18,-17,-12,1,4,9,37
-2,-21,15,11,-9,-1,-3,-14
-20,-20,-12,0,18,-5,-10,-30
13,15,15,15,2,-1,2,-6
-10,35,4,8,-15,0,-1,6
-6,-2,-1,-2,13,5,0,-7
8,10,0,-13,-23,-6,-2,10
-1,-5,-2,2,12,2,-1,-9
14,-2,8,11,-2,-1,5,18
-23,30,-8,-5,3,-2,-4,-14
-10,-36,-8,-17,-4,4,1,-14
11,15,7,4,-5,-2,-2,10
-3,-11,0,1,-1,2,-3,-37
0,28,14,-2,0,-2,0,-1
21,10,-14,0,1,1,4,48
-18,7,3,6,0,2,-3,-30
-2,-60,-4,-16,-7,-7,-10,-9
8,-12,20,22,19,10,4,11
-7,10,-5,-11,-9,0,4,4
18,16,-13,-12,-13,-7,2,14
-10,0,-23,21,18,4,1,-30
7,-19,11,-8,-5,-4,-3,9
-16,-22,20,11,-2,2,2,-23
-15,-8,-21,-14,1,-3,-5,-20
11,12,-4,-5,-13,-4,3,22
16,3,-9,-4,11,5,9,19
-1,40,21,16,6,3,-10,-82
17,23,12,-5,-1,4,7,24
-33,-62,4,6,-8,-9,-14,-15
-5,-19,-6,2,-5,1,3,8
17,14,4,-3,-4,-6,-1,25
-10,1,4,2,-7,0,-1,-10
0,56,13,10,17,8,0,-27
17,-29,-12,-2,-11,-8,1,25
-13,-12,-10,-8,27,10,-2,-5
-7,14,7,5,-13,-2,-2,1
9,-4,-3,-15,-3,-2,2,19
4,38,0,4,-12,-2,2,14
15,-4,-4,16,15,2,2,12
-7,-20,-7,-31,3,3,-5,-26
-6,-46,13,14,-6,-3,-5,-5
-2,20,-4,-4,-4,-3,0,10
10,-3,-14,-12,-11,-7,3,22
-2,26,11,16,12,4,2,-8
-5,2,-12,-15,-4,3,-3,-9
10,21,4,1,2,1,-2,-16
-13,-31,10,-1,-4,-1,4,-10
2,-10,-12,4,-7,-6,-1,14
-1,36,-2,-9,2,0,3,-5
-6,-38,-4,2,3,-3,-7,-15
