ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,30,9,8,9,-5,-4,-3
17,2,1,-11,-7,-2,-4,-17
7,-4,5,22,1,4,9,13
-6,48,-3,-35,-14,-3,-4,-8
-20,0,1,2,3,2,1,4
-9,7,-3,3,-4,-4,3,13
0,-24,-16,-14,0,0,-1,10
-9,-41,-4,9,-3,-3,-3,-35
11,-10,4,-4,-6,2,1,8
-8,-14,0,1,-5,-5,0,5
4,14,12,-1,-2,1,0,-25
-4,-8,-46,-1,0,-2,1,18
9,-15,2,-7,-9,-3,-3,3
6,31,9,17,3,2,2,-4
2,-12,6,2,5,7,4,23
-2,-38,6,1,-4,-8,-9,-14
-2,-9,-2,-6,8,5,1,-11
-1,36,3,-11,-16,-6,-1,13
-4,-18,-5,2,6,-3,-2,-5
6,-2,0,2,2,6,0,-3
-8,-17,-8,-1,-7,-5,-1,-6
2,21,8,-11,-5,0,1,3
21,45,2,8,2,-4,-2,12
-28,-92,-14,-6,-8,-6,-6,-23
-9,15,4,9,0,1,0,1
20,26,3,9,8,1,-3,22
-3,-6,7,-1,-16,-2,-4,-35
-7,22,-2,3,12,0,2,27
5,19,-1,-1,-3,-1,-1,-2
-19,-46,3,-5,-1,-1,1,-2
-1,12,-1,1,3,4,1,18
24,63,-6,6,-3,0,2,0
-7,-101,-7,-7,11,2,-1,1
3,26,2,2,-9,-1,-2,-19
17,-23,-4,0,4,2,5,16
-36,16,12,1,-8,-4,-9,-23
7,44,-3,-7,0,-4,-4,-14
-10,-68,-5,-8,-6,6,3,-21
3,44,4,3,8,-2,3,0
1,-57,-14,8,7,7,5,11
9,-26,14,0,-10,3,4,6
-9,-21,-7,4,1,-2,-3,3
3,15,0,-9,1,3,4,15
9,50,16,7,-2,-1,-3,-15
1,57,3,3,0,-1,-2,-3
-3,-8,-9,-5,3,-1,-2,-4
5,-14,0,5,-3,-1,7,28
-6,-21,6,0,9,1,-10,-27
-4,29,7,0,1,3,2,-9
0,2,2,4,-2,1,-1,-3
