ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
17,31,10,0,10,5,-3,0
-9,37,-6,-19,-2,3,8,4
-19,-4,0,-2,5,-2,-9,-14
11,27,-4,-3,0,2,4,4
9,8,18,16,-3,-4,0,-4
-7,-6,-2,-1,-1,1,3,9
3,22,7,17,20,3,3,4
0,11,6,-10,-16,-8,-1,8
3,-48,1,0,29,15,1,-35
-17,-59,-15,-13,-1,-5,-4,-6
1,-23,-14,-11,-22,-5,-2,-21
-2,33,10,19,-3,-3,3,12
-2,54,-15,9,14,4,-4,19
-13,-68,16,5,2,4,1,-4
23,-19,-21,-12,-8,-3,1,-2
2,-7,1,9,-2,2,7,3
22,63,7,5,-5,-1,5,20
-11,10,10,8,4,-3,-11,-29
-6,17,0,2,-4,-2,-3,11
10,-33,5,-9,2,5,2,1
-22,11,-3,8,-8,-8,1,26
2,23,1,3,20,17,5,13
12,23,8,-26,-10,-7,-7,-5
-7,-37,-17,-2,14,1,0,-10
-8,-58,16,8,-13,-4,-2,-5
5,5,-18,-18,0,-2,4,16
7,20,-4,10,-1,-4,0,-7
-6,-2,6,5,21,13,-1,-3
-6,-8,0,13,-6,-8,-2,-4
-18,26,15,6,-26,-6,2,2
1,22,9,-9,57,20,6,9
4,-32,-14,-16,-16,-12,-12,-12
9,6,-5,-6,-3,-2,-1,1
2,-26,-4,0,-10,-4,-8,-22
-10,44,15,20,-10,0,9,0
15,-60,-1,0,7,11,13,34
16,51,0,-6,10,4,-6,-32
-7,-44,-9,-4,-5,-5,-4,-1
-9,-23,6,14,3,-2,-10,-16
2,39,-15,-28,-7,-1,1,-14
-7,-72,-5,4,-17,-4,0,8
16,47,10,-6,10,-1,1,8
-12,-23,-4,-1,-15,-7,-1,-15
15,38,-3,14,12,9,9,14
-30,-43,6,3,9,5,-4,-15
4,-16,-5,1,1,-2,-2,10
-23,-27,2,6,-12,-2,-2,-16
11,-18,0,3,-1,-10,-10,-12
9,20,-26,-8,-6,-5,3,9
0,33,2,19,15,9,5,2
