ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,-3,-4,2,-1,-2,0,0
1,14,5,0,3,-2,0,3
-2,-7,-2,0,-1,1,-1,1
0,2,0,-2,0,-1,-2,0
1,-1,-1,-1,0,0,-3,1
1,6,4,1,-1,1,1,-1
-4,-12,-1,0,-1,1,-1,-2
-3,-8,-6,-1,0,-11,-4,-1
0,-4,0,0,-1,4,4,1
1,6,-4,-1,0,1,-2,-1
-4,-13,0,-1,0,-1,-1,-1
1,4,-2,-3,-4,-5,-5,2
-2,-3,1,-2,-2,-4,5,-3
-2,-2,5,1,6,10,6,1
2,6,-3,1,-1,0,-1,1
-2,-15,-7,-1,-2,2,3,-2
0,7,2,1,-2,-8,-9,-4
3,1,1,-1,-5,-5,-2,-2
2,8,5,0,2,-3,-1,2
-4,-16,-5,0,3,4,1,-1
-1,0,0,0,0,6,2,2
-2,4,1,-2,-2,-1,-1,-2
-2,-3,-6,2,-1,5,-2,-4
1,5,-2,0,-4,-11,-7,-2
0,-4,-2,0,-1,-1,-1,2
1,8,4,1,2,5,5,0
-2,-19,1,0,-4,3,0,-2
-3,1,-1,-1,1,2,-5,-4
-1,-2,-4,-2,-1,-1,5,2
-2,-7,-6,-3,-1,-2,-8,0
4,11,3,-1,1,-1,-2,1
1,7,4,-1,0,-2,-1,0
-4,-8,-3,-4,-3,-7,-6,-2
0,-1,-3,-1,-3,3,2,-2
0,-2,1,1,3,-4,0,-1
0,3,1,-1,-1,11,1,1
0,5,3,2,1,-8,-1,1
-2,-2,-3,0,-3,0,-2,-4
-2,-2,-3,0,0,2,1,2
0,-3,0,1,0,-3,4,0
2,6,3,-2,0,5,0,-1
-1,2,1,-2,-3,-4,-1,-3
0,9,1,-1,2,-2,0,0
-2,-12,-4,1,0,1,1,0
-2,-5,-2,-1,-2,0,-2,-3
-2,0,-3,-1,-2,-6,-9,-4
-1,-4,-4,-2,-1,-3,9,2
0,17,6,0,0,-1,-3,0
-2,3,-3,0,0,0,-5,-1
4,11,6,2,3,6,4,5
