ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-4,-13,2,-7,13,1,0,8
-6,-55,-3,22,2,-1,6,0
-6,37,14,-8,-3,6,4,9
15,-19,1,13,-8,2,2,5
37,67,3,5,4,4,4,42
-26,3,-7,-16,-25,-13,-19,-66
-2,-6,1,-4,0,-2,-1,8
7,0,-7,18,30,11,10,4
4,-13,1,-4,-1,-3,-10,1
11,24,6,2,6,-1,-1,14
-6,-66,-3,16,-2,0,3,8
9,55,7,-34,-22,1,9,23
-19,-32,-8,32,46,13,-12,-12
-17,-47,-15,3,-16,-10,-15,-72
-3,-7,-9,-26,-4,-4,-1,-2
10,-5,-20,-11,-1,1,4,19
-1,4,-1,-6,-9,-4,1,18
13,49,8,-2,3,3,3,22
0,20,14,25,2,-3,1,14
20,0,4,-11,0,-3,0,5
12,18,12,18,-8,2,0,-22
-40,-46,-10,-37,11,4,-13,-39
-16,-95,-25,-18,-3,-7,-6,-9
3,-3,6,12,-4,0,2,4
-11,-52,-20,-27,-19,-10,-5,-14
32,29,12,12,-5,-1,9,41
0,54,-1,-17,-15,-3,-6,14
14,53,5,73,-1,-5,-3,-38
-51,-90,-6,-79,-6,6,-5,-19
8,-21,-14,-7,14,8,6,10
-6,18,-11,-20,2,5,5,7
33,29,-7,7,-21,-14,-2,32
-13,84,25,30,-1,-6,-12,-69
-15,-88,4,11,6,2,0,11
2,21,-12,-22,-6,-1,4,-3
-16,-22,-4,-9,7,9,5,8
23,-2,2,15,4,0,9,55
1,61,13,2,-5,-4,-3,-27
-8,-38,-6,14,6,-2,-2,-6
-7,-17,-3,-13,8,5,-1,-18
1,-25,-1,4,-5,-3,2,23
26,96,-1,-3,-10,-7,8,50
-57,-90,-5,19,4,3,-10,-51
-10,0,7,-13,2,-1,-8,-20
-12,-48,-20,-14,4,3,0,5
18,5,15,23,-10,-1,5,12
13,47,-12,-54,-11,-1,5,21
-16,-37,-3,5,3,2,-1,1
10,22,8,5,-18,-11,2,16
23,44,32,33,-15,-2,22,96
