ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
6,13,10,2,3,3,3,7
2,-4,-3,-2,-5,-4,2,-2
9,7,5,-1,1,-3,-4,0
-21,-2,-1,2,2,1,-3,-9
-1,-10,-2,-2,-5,7,9,2
2,5,4,1,-4,2,2,0
2,0,-7,-5,-2,-7,-8,1
3,0,1,-2,2,-1,1,1
2,-3,-1,2,-2,-4,-2,0
4,-4,3,4,4,4,3,5
-10,-7,-9,-2,-5,0,-1,-7
3,-15,-2,-1,1,-5,-3,3
-1,11,0,-1,-3,2,2,-2
-1,-2,-3,0,9,8,4,1
2,-16,-2,-1,-1,3,0,0
-1,1,-8,0,-2,3,-4,-4
4,5,8,2,-2,-12,0,1
-1,1,3,-1,-6,-13,-7,0
1,3,3,2,4,5,3,2
10,15,6,0,0,5,6,7
-5,0,2,-3,-3,2,-3,-5
-11,-16,-9,-4,-3,-5,-11,-7
-3,2,5,0,2,1,6,2
-2,-7,0,-2,0,4,3,0
1,7,-3,-1,2,5,-7,-2
4,-2,-3,-2,-3,-4,5,3
-2,3,4,-2,-6,-8,-6,-2
1,-3,-3,1,6,5,4,3
0,1,1,-1,6,6,-1,-1
0,-1,-3,-1,11,3,1,0
2,6,2,0,-11,-11,-7,-1
-2,11,5,-5,-7,-5,-2,-4
-3,-11,-2,0,-2,-3,-1,-1
2,1,6,-2,-5,3,2,1
-4,-4,-11,-1,11,3,3,-2
2,0,-4,3,1,-8,-5,-1
3,6,6,0,-3,-1,5,5
-2,-2,0,-1,-5,-4,4,2
-4,5,6,-2,-8,4,2,-1
5,7,4,0,-1,-7,-5,-1
-3,-24,-13,-1,22,4,1,2
-15,7,-1,-4,-12,-8,-8,-6
-6,1,1,3,11,4,-1,-2
3,-4,0,1,-4,8,5,1
12,13,6,2,-7,5,5,4
-3,-9,-9,-2,3,-2,-4,0
-9,-7,2,-1,-4,-1,0,0
1,-20,-10,-3,-6,-7,-3,2
2,14,12,3,-1,-4,1,0
4,-10,-6,0,-2,-2,4,-1
