ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-5,2,-2,-1,-3,-7,-6,-6
2,6,3,1,2,1,-2,0
4,-4,-1,0,3,6,7,5
-3,3,-3,-2,3,4,0,-1
-3,1,1,-3,-6,-7,-3,-3
-3,2,-6,-3,-2,-5,-5,-4
0,0,0,-2,3,1,2,1
4,11,3,3,-1,-1,-2,-2
-1,-2,4,-1,-1,1,-1,2
-6,-14,-9,-2,0,-3,2,0
0,7,4,-1,-3,-5,0,-1
0,-6,2,1,0,0,2,3
-2,3,-8,-4,-2,1,-1,-2
-4,-9,-4,-4,0,-1,-3,-5
-1,-12,-4,-1,-1,-1,-2,-1
2,10,-5,-2,-4,-6,0,-1
2,-1,3,0,-4,-3,-3,-4
1,9,6,1,1,3,5,5
-3,-1,-4,0,0,1,-5,-5
-1,-5,-4,-2,-1,-3,-4,2
1,0,0,1,2,2,2,1
2,0,1,3,-2,1,0,1
-1,9,0,-2,0,-4,-1,-1
-5,-15,0,1,-1,0,-1,-3
-1,0,1,0,3,3,-2,-4
2,-1,2,0,0,1,4,4
-1,0,0,-1,-2,-2,0,-3
-1,-4,-5,-1,-4,-3,-1,2
0,2,-2,-1,-3,-4,-6,-1
-1,4,1,-2,0,1,0,-3
0,0,3,1,-2,0,-1,1
0,12,3,-3,0,0,2,1
-1,-7,2,1,-2,-2,-1,-2
4,2,-5,1,2,3,1,0
-1,2,-1,0,-4,-3,-1,1
1,2,5,2,1,4,1,2
-3,-3,0,-3,-5,-3,-3,-1
-4,-10,-5,0,4,-2,3,-4
-1,-5,-1,0,0,-1,-3,-3
1,2,-2,0,-5,-5,-3,-1
2,9,0,1,4,4,3,4
-1,-11,1,-1,-1,1,-2,-2
-2,-1,-2,-3,0,1,-3,-2
-1,1,-1,-1,0,0,0,-1
-1,-3,0,-2,-2,-4,-1,-1
-1,-3,-4,-3,-6,-5,-6,-4
1,3,-1,0,0,1,1,2
2,3,-1,2,-1,2,-2,3
-1,0,4,3,4,1,9,0
1,11,4,2,-2,-3,0,4
