ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,14,8,3,3,2,-2,-1
4,9,2,2,0,-1,-4,1
-3,12,3,-3,-5,-2,-4,-7
-2,-9,-4,1,7,7,-3,-2
2,-10,-7,0,1,-1,4,2
3,10,5,-2,-2,5,3,1
3,11,-1,-1,-3,-4,-1,3
-9,-16,-7,-4,-6,-10,-7,-6
1,10,5,1,-4,-3,1,-2
4,-3,1,0,3,1,3,1
-2,5,-1,2,4,4,2,-4
0,16,15,2,4,8,4,2
-5,-18,-10,-4,-3,-7,-7,-4
-3,-2,-1,-2,-6,-7,-3,-5
5,0,3,1,-3,-3,-1,5
2,9,-3,-2,0,-4,3,0
-6,-4,-1,1,1,3,-2,-3
2,7,0,0,1,3,1,1
-3,-3,1,-1,-3,-3,-7,-4
-1,-4,-3,1,5,-2,2,-1
2,-1,5,-2,-5,-3,-2,2
-9,-30,-13,0,1,1,-5,-3
1,0,5,1,1,9,6,2
0,8,2,-1,-3,-14,-5,-1
0,-3,-7,-2,-4,0,-1,-2
1,1,-3,1,1,-1,0,-2
1,-23,-4,-1,3,4,-1,1
-8,7,1,1,-4,-4,-3,-5
0,-10,4,2,-1,1,5,3
-2,-3,-2,1,8,3,-2,-1
1,5,-1,-2,-5,-1,1,0
6,1,3,2,0,0,-2,0
4,20,5,0,-4,-6,-2,-1
-5,-7,-6,-6,-5,-5,-2,-4
-13,-39,-20,-3,0,0,-1,-2
-1,-3,2,-1,-2,1,-2,0
2,16,11,1,4,3,0,0
9,22,5,1,-1,1,2,3
-4,-7,-9,-3,-2,-10,-4,-4
-3,-9,-6,-4,-9,-4,1,0
-4,2,-2,0,7,1,-1,-4
-1,-18,-4,1,2,9,4,2
-1,10,5,-1,0,-2,-3,-2
5,4,0,-1,-2,-1,-2,1
-4,-12,-6,-3,-3,-4,-1,-3
3,6,2,0,3,7,1,2
-1,14,11,2,3,3,1,-1
7,-3,-8,-2,1,1,3,3
-10,-6,0,-5,-6,-6,-4,-3
-4,-26,-12,-2,-5,-7,-2,-1
