ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,-6,2,-2,-1,5,6,2
-1,3,0,3,5,1,-1,-2
-1,-12,-1,-1,-1,-3,-4,1
-2,19,7,-1,-4,-3,2,2
4,16,-3,-3,2,-3,-3,1
-11,-27,-13,-7,-13,-4,-5,-7
-2,-2,-1,0,3,5,3,2
3,6,4,1,3,3,1,1
-1,-5,-7,-3,-3,0,1,-1
7,31,9,2,3,-3,-1,1
-4,-16,-10,-3,-4,-6,-5,-8
2,11,6,1,1,0,-2,0
-4,-19,-4,-1,-1,-1,-2,-2
0,1,1,2,-1,-1,-1,-1
4,15,7,4,2,1,1,-1
-3,-12,-7,-3,-2,-1,1,-2
-2,-10,-3,-1,-2,2,-1,-1
1,4,0,-1,0,-5,-2,1
1,8,11,1,-1,-1,-2,1
-5,-26,-12,-2,2,5,1,-1
-2,20,8,0,-1,-3,-3,-4
-3,0,-5,-4,-1,2,0,-2
3,6,3,-1,3,2,2,2
2,-6,-3,-4,-7,-5,-1,0
0,-2,-6,-2,0,-3,-3,1
3,15,9,2,3,4,0,-1
-2,0,-1,-1,-1,-3,-1,0
-7,-20,-10,-2,3,-4,-4,-3
-2,3,7,1,-2,-1,-1,-5
0,-5,-5,5,10,11,9,4
8,22,11,-3,-6,0,1,1
-3,-4,1,0,3,2,2,-1
-4,-8,-13,-4,-10,-7,-5,-3
-1,-2,-5,-2,2,-2,-2,-1
0,-1,-2,0,-1,2,4,1
2,15,6,0,0,-1,-4,1
-2,8,2,-2,-1,-3,-3,0
0,-12,1,1,-3,0,-1,0
-7,4,-9,-3,1,-4,-4,-3
0,-27,-5,2,1,1,4,0
2,0,-1,-2,-3,2,-2,-3
-3,3,-4,-1,-2,0,0,-1
-1,-15,2,0,-2,-2,-1,-2
0,9,-2,3,4,3,0,1
-3,-11,6,-1,0,1,3,3
1,2,-2,-6,-3,-3,-6,-4
-2,-11,-2,0,1,-2,-3,-2
2,15,4,-1,-3,-1,0,0
2,4,1,-1,1,-2,-1,2
3,2,8,2,1,-1,-1,0
