ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,11,4,1,3,1,-3,1
-6,0,-4,-4,-6,-8,-6,-4
-4,-9,-7,-1,0,1,2,0
-3,-15,-4,0,2,0,2,1
3,9,5,2,-4,-1,0,0
0,-9,-3,1,0,-1,0,0
-1,7,2,-2,-1,0,0,-2
-2,-2,-2,-3,-4,-4,-3,-2
2,11,0,2,2,3,1,2
-1,-1,0,0,2,-1,1,-2
-2,0,-4,1,2,1,-1,1
-3,-7,-2,-2,1,1,3,-3
-1,-2,-1,-4,-2,-2,-2,-3
2,4,2,-1,-1,-4,-1,1
1,9,-1,0,-1,-4,-2,0
2,6,0,0,3,3,1,4
0,-1,2,0,1,2,0,-2
0,-8,-5,-2,1,2,2,1
-2,-8,-3,-2,-5,-3,-2,-3
-1,6,-3,-2,2,-2,-4,-2
-5,-18,-6,1,-2,-3,-4,-2
0,2,4,-1,1,6,1,1
-3,-20,-5,-2,-1,1,3,0
2,5,0,0,-1,-3,-2,-1
1,-2,3,0,4,1,3,1
1,6,1,1,-1,-3,-1,-2
-1,3,1,-1,-1,-3,-4,0
-1,2,1,0,1,0,0,0
-2,-11,-3,-3,-4,-2,-2,0
-4,-1,-1,-1,-2,2,-2,-6
0,4,0,1,4,-1,6,2
0,-2,1,2,1,1,0,-3
0,7,1,-2,-6,-6,-4,0
2,7,-3,1,1,-4,1,2
1,-11,-2,-1,-1,3,-1,3
-3,3,1,-1,-2,2,-1,-4
-1,-12,-3,3,6,7,4,4
0,8,3,-1,-5,-6,-8,-7
2,7,2,0,0,-1,-1,3
3,6,2,-1,-2,-3,-2,2
-2,-2,1,-2,-4,-3,-1,-4
-2,-3,2,-1,1,4,-1,1
-1,9,2,-1,0,-1,2,-3
-3,-7,1,0,-1,0,-3,-1
1,2,-3,-2,0,4,2,0
-1,-9,-2,0,-2,-2,0,0
-1,2,2,-1,-3,-3,-5,-5
-2,-4,-1,0,-3,-2,0,-2
2,7,2,0,1,0,0,0
1,0,2,2,3,-1,-2,1
