ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,0,-1,1,-2,0,2,0
0,4,-1,-1,-1,-4,-3,-3
-1,-6,-2,-2,-3,-1,-2,0
-1,1,-1,-1,3,2,4,0
-2,-6,-5,0,1,3,1,1
-3,-5,-3,-2,-3,-4,-3,-1
-2,-2,-3,0,1,-2,0,-6
0,-1,-1,-1,0,-1,0,4
1,-1,-1,0,-2,-1,1,-1
-4,0,3,1,-3,0,0,-3
2,-3,-1,-2,-2,0,-1,5
1,4,-1,1,2,2,1,2
-3,-12,-1,-2,-3,-7,-5,-4
1,6,-1,-3,-3,-5,0,1
-5,-15,-5,1,5,10,3,-2
1,3,1,0,1,3,1,-1
2,6,0,1,0,0,3,6
-2,-10,-2,-1,-2,-1,-3,-7
-2,1,-3,-3,-5,-5,-4,-2
-2,-2,-2,-1,-1,-6,-3,-5
0,3,0,-1,2,1,-2,2
3,5,6,0,0,2,1,5
-1,-7,-8,-1,0,1,1,2
-3,0,-2,-3,-3,-6,-4,-4
-1,-4,1,0,0,-2,-5,-2
0,0,-1,1,2,6,4,0
3,-2,3,2,4,4,2,3
-1,3,0,-1,-4,-3,-5,-1
-2,0,-2,-2,-2,-3,-1,-6
-2,-1,-1,0,-1,-2,-4,2
-1,-4,0,-2,-3,-2,-1,1
0,-7,0,0,-1,0,1,2
-1,15,6,-2,1,0,-1,-4
-4,-11,-8,-1,1,2,0,-1
2,9,4,3,1,2,5,2
1,-2,-1,0,-1,2,-2,0
1,-2,-2,1,1,-2,-2,2
-2,9,4,-2,-3,-2,-2,-2
-1,-13,-2,-3,-2,-3,0,0
-1,-5,-3,-2,-2,-2,-5,-4
-1,1,3,2,3,3,5,0
2,4,0,0,1,1,2,1
2,7,4,-1,-2,-1,1,-1
-1,2,5,-1,-1,0,0,2
-1,-3,-3,-1,-3,-4,-6,-1
-3,-14,-7,-1,-1,-3,-2,-3
-2,6,3,2,2,2,-1,-1
1,-1,-3,-2,-1,1,2,0
0,-3,0,-1,-1,3,1,2
0,-2,-2,0,-1,-2,-1,-2
