ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-5,9,4,1,-3,7,-3,-5
-4,-23,-13,-2,2,-11,-2,-2
1,3,0,-1,-1,-2,-2,2
-5,-7,-1,-3,-2,5,0,-5
7,0,-6,0,1,1,0,2
-4,5,4,-1,-1,3,-3,-4
0,4,2,0,-1,-4,-2,0
-5,-3,3,-1,-1,0,-1,-2
-1,6,0,1,3,-4,-3,-2
3,4,3,-1,-4,-2,-1,2
0,-9,-12,0,1,0,4,1
-1,10,4,2,-1,-1,-3,-3
2,-3,-3,-2,-1,-1,0,1
-6,0,3,0,3,1,-6,-4
-6,-7,-2,-3,-3,-1,1,-3
-1,-13,-3,0,4,-1,-2,-2
3,-3,-2,1,-2,5,3,4
0,-6,-7,-5,-8,-8,-3,-2
-7,13,6,-2,-2,-1,-2,-2
0,-6,2,0,0,1,1,3
-2,-2,-1,-2,1,-3,0,-5
4,2,-3,0,3,2,0,3
3,6,2,0,-3,-1,0,1
0,-2,-4,0,0,-2,-3,-2
2,6,6,0,-1,2,-3,1
-4,-11,-14,-3,0,-3,-1,-3
4,0,0,0,-4,1,2,4
0,12,3,-1,0,0,1,-1
1,-13,-9,0,-1,-1,0,3
2,1,-1,-1,0,1,-2,0
-4,7,-3,-1,1,-2,-1,-2
-1,7,2,-3,-7,-3,-5,-2
-1,-1,1,-2,1,-5,2,-1
-3,-3,2,0,-2,4,0,1
3,-15,-4,0,4,-1,-3,1
-4,-13,-11,-1,1,4,4,0
-2,13,9,-1,-5,-1,-1,-1
2,7,3,2,-1,-4,0,-1
1,7,4,-2,-3,-2,-2,-2
2,17,8,0,2,0,-1,-1
-4,-23,-11,-2,2,-4,-1,3
1,-3,2,3,3,3,5,3
-5,-4,-2,-4,-6,6,-1,-4
2,5,2,1,0,-4,1,2
-3,1,5,-2,-5,-4,-3,-5
2,13,0,-1,2,-6,-3,0
-9,-17,-3,-1,3,0,-2,1
-9,-5,-2,-3,-4,2,-1,-9
-1,-1,-5,-1,-1,-1,1,-1
1,2,4,-1,-3,1,0,-3
