ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
6,-81,-10,-7,-2,1,-4,-5
1,53,11,23,8,3,0,-3
-16,-57,-10,-15,2,-1,-3,-13
23,20,4,-6,5,9,8,38
-7,17,7,6,-3,-6,-2,-7
-8,-35,-9,-4,-5,-4,-3,13
-11,-9,6,12,1,-7,-7,-20
18,56,2,-9,10,7,8,1
-7,-52,-10,4,-16,-4,-6,18
11,3,1,-8,-8,-2,0,0
-8,62,6,-4,2,2,0,-8
7,-24,-4,22,8,-3,-1,4
-14,-26,4,-20,-14,-1,1,17
-7,-23,-5,17,-8,-6,-6,-21
7,-12,-3,-28,6,6,3,2
15,45,5,-6,-13,-2,2,9
2,6,-2,7,5,-2,-1,-8
-8,-1,-6,-9,15,12,6,1
3,-49,-7,16,-2,-7,-4,31
3,48,4,-14,-9,-1,-4,-9
-4,54,1,-13,0,-1,1,-6
-7,-42,-13,-5,-3,-4,-2,-2
9,13,7,16,7,3,0,15
-22,-31,2,-7,-14,-7,3,-14
11,48,7,25,25,10,1,-2
12,21,0,-13,-2,0,0,17
-14,-24,1,2,0,1,-1,-29
12,-23,-3,8,3,-1,-3,3
13,4,1,-6,-22,-6,1,0
-13,18,3,-2,14,2,-1,-13
-9,0,-2,-10,-5,-2,-4,-9
1,40,10,18,13,8,5,1
-7,-75,-18,-11,-4,-3,-8,10
2,-24,2,3,7,-1,1,6
-5,11,5,-19,-11,-5,-4,0
14,-2,0,7,3,5,4,6
5,68,12,13,26,-1,1,-6
-7,75,9,-2,-6,2,-1,1
-10,-84,-9,-1,-7,-8,-6,-5
-6,-76,-3,-4,1,6,1,3
9,10,-6,1,-17,-1,-4,6
14,22,3,-6,-8,-3,0,3
-22,-12,-1,4,-2,-7,-6,-23
3,49,-3,-7,20,9,4,13
-6,9,13,1,-4,-4,-1,-7
16,12,-2,-7,-14,-5,-2,8
-16,-7,-1,3,6,3,3,-7
2,-16,-5,21,-4,-4,-4,-4
-5,4,-3,-34,-4,1,8,15
0,28,-5,-2,-2,-4,-2,-30
