ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,-1,2,17,6,1,-2,-5
0,-2,-6,-19,-3,2,-1,0
1,0,-2,5,1,0,2,1
-4,-2,-3,-7,-3,-7,-3,-4
-1,-2,-1,5,2,8,1,-1
9,2,2,3,-4,-12,-3,-3
0,-2,-1,-6,0,-2,2,7
0,-1,-2,4,0,0,-8,-2
-7,-4,-2,-4,-1,4,7,-4
-3,-1,1,-1,-1,-1,-3,-3
-5,-1,1,1,1,0,-4,-1
12,2,1,-3,2,7,6,4
3,2,-2,-4,-3,-6,-4,-2
-1,-1,0,6,2,1,-2,2
-3,-3,-2,-3,2,4,0,0
-3,0,0,-5,-4,-5,-3,-2
2,4,0,-6,-3,-2,2,0
-2,-3,-2,3,2,2,2,1
-2,1,0,3,-2,0,-1,-3
-3,-2,-1,-1,-1,-5,0,-4
4,2,1,4,1,-1,0,4
-2,-1,1,-13,-3,-9,-6,-2
0,-1,-3,-3,-3,-2,-2,-5
0,3,0,-3,0,9,4,3
-2,-1,-1,4,1,-5,2,-2
-1,-1,-1,2,4,0,0,-5
-1,-2,2,4,0,2,1,10
1,0,0,-2,-2,-5,3,-5
2,-2,-3,-3,-2,2,-4,5
-2,2,3,1,0,-1,-1,-3
4,1,-2,-8,-3,-2,-1,-3
-8,-1,-2,-1,-3,-3,-2,0
-2,-1,-1,-3,0,-1,1,0
2,0,1,6,3,9,3,4
-6,2,4,6,1,-4,-1,-1
-1,0,0,5,1,0,1,3
1,-1,-2,-11,-6,-5,-7,-1
-9,1,0,-1,-1,-3,1,5
14,0,0,13,9,13,5,1
1,-2,-4,-10,-9,-3,-3,-2
-1,0,-2,-4,-1,-5,0,-3
-2,0,-2,-4,-7,-1,-4,-5
-2,-1,-2,-7,-2,-5,-2,2
3,2,2,1,5,3,4,1
-4,0,1,-1,2,5,2,2
1,-1,-3,0,-2,-2,-1,3
-4,-1,1,-2,-2,-1,-5,-6
-8,-4,0,6,-1,-5,2,0
9,-1,-3,-8,-5,-2,-3,-7
5,0,1,7,4,0,-2,1
