ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,1,2,3,11,17,4,1
1,1,1,7,0,1,0,0
-2,-3,-4,-20,-7,-1,-5,-3
-3,0,-1,2,1,2,-3,-3
-6,-4,-5,-9,-9,-19,0,0
1,1,0,9,6,-5,-6,-6
5,-1,0,10,4,11,4,2
0,1,-1,0,-1,-4,2,-4
3,3,0,-4,0,5,1,1
-5,-3,-2,-7,-1,-7,-1,-1
-4,-2,0,-1,-5,-7,-3,-1
5,3,1,0,3,8,1,0
-13,-8,0,-3,-4,1,1,0
14,3,-3,-3,-1,-2,-1,1
-5,-2,0,3,1,3,-8,0
0,0,0,6,-3,-8,6,1
11,4,-1,0,-1,2,-3,-3
-5,-1,-2,-16,-2,4,2,3
2,0,0,2,0,0,1,1
-4,-1,0,0,-4,-6,-8,-2
-1,0,-1,-7,-7,-9,-1,-2
-1,0,0,5,5,4,3,-2
1,-1,0,16,8,4,3,-2
-3,1,0,-10,-1,12,1,2
-3,-1,1,1,2,-4,-1,-2
0,-2,-3,-7,-6,-16,-4,-1
0,0,0,-1,1,2,1,5
5,0,0,-2,-2,-1,-3,-2
2,3,2,-1,2,5,-1,-2
-2,1,-1,2,-2,4,2,1
-6,-9,-3,0,-1,-9,-3,-4
-5,-3,-1,2,-1,-6,-4,0
-7,-1,-3,0,3,19,11,-4
14,3,3,4,-1,-3,-2,-2
-4,1,1,-5,-2,-6,-4,-3
-1,-1,-2,-8,-6,-6,-5,0
2,0,-3,-4,-1,8,1,2
-8,-2,1,15,5,-9,-1,2
5,1,1,3,0,7,4,4
-3,-3,-2,-10,-7,-14,-8,-6
1,1,1,0,-4,-6,-5,0
-4,-3,-4,-13,-1,20,7,-1
5,2,2,10,0,-12,1,1
-3,-2,-1,3,4,-1,-3,-3
-2,0,0,6,0,-5,0,0
0,-2,-2,-3,1,7,2,10
1,3,0,2,3,0,-7,-16
-1,-2,-1,-6,-8,3,10,0
-5,0,-3,-2,-2,-6,-7,-2
9,4,0,3,0,-2,-1,4
