ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
2,2,1,2,0,0,2,0
1,1,-1,-2,-1,-4,-8,-1
0,0,0,-3,-2,-5,6,-1
-1,-1,1,0,-1,-7,-5,-1
-1,0,1,2,-2,0,-2,0
-1,0,-2,0,-2,-2,-3,-1
1,0,-1,-1,-3,-1,-3,-1
1,-3,-3,-3,-2,1,3,2
-2,0,-1,1,5,6,2,0
4,1,0,-1,-2,0,1,2
0,-1,0,-4,-4,-5,-4,-1
-1,-2,0,3,-1,-8,-2,-2
1,1,-1,-1,1,6,1,1
-1,-2,-1,0,2,2,1,1
0,2,1,-1,2,2,1,2
-1,0,0,0,0,-1,-1,-1
-2,-3,-1,-3,-3,-1,2,0
-2,-1,0,-1,-1,-4,-2,-2
1,-1,-1,-2,0,-5,-3,-1
-3,-1,-3,-3,-3,-6,-4,-5
0,-1,0,1,-1,6,4,0
6,0,1,1,4,5,5,6
-3,-1,0,0,0,-2,-13,-8
0,1,-1,-3,0,6,7,-4
2,-1,0,3,-1,-4,0,5
-1,-2,-4,-7,-2,1,-2,-2
0,0,1,2,3,9,6,6
-1,1,0,-1,-2,-7,-7,-1
-1,0,-1,-2,-4,0,0,-1
-2,-1,-3,-2,-5,-5,-1,1
0,-2,-1,-4,-4,-5,-5,-3
1,1,-1,0,1,6,3,-1
-1,0,0,0,1,3,2,-1
0,0,0,1,1,0,0,1
-3,-2,0,-2,-4,-5,-1,-2
-1,-2,-2,1,-1,0,1,-1
0,-1,0,-1,-1,-3,-1,0
1,2,1,2,-2,0,2,-2
0,0,-2,2,0,2,-2,0
2,-1,-2,-6,1,2,1,2
-2,0,-1,8,-1,0,-1,-2
-3,0,-2,-5,-4,-17,-13,-6
-1,-1,-1,3,4,4,10,2
1,0,1,0,2,9,2,1
0,-1,-2,-4,-4,-6,-4,-1
-3,-2,0,4,-3,-3,-3,-4
-2,-1,-2,-2,-2,-4,-2,2
0,1,2,6,6,9,5,3
3,0,-1,-5,-1,0,3,1
-2,0,-2,0,-4,-3,-5,0
