ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,0,-3,-3,0,4,5,2
-3,-2,-2,-1,-2,-4,-4,-6
1,1,0,0,-1,-3,-3,0
1,-1,0,-1,2,4,6,4
-2,0,0,0,-3,-2,-4,-3
-3,-3,-1,-2,-1,1,-1,0
1,0,0,2,2,0,1,0
0,0,0,0,-1,-4,-6,-1
0,0,-2,0,0,15,7,1
0,-3,0,0,0,-7,2,1
-2,-3,0,-2,-3,-5,-5,-1
1,-1,1,2,2,2,2,0
1,0,1,3,0,2,-1,0
-2,-1,-1,-1,-1,3,-2,-1
-4,-2,-1,-3,-2,-4,0,-3
-2,2,-2,-2,-3,-3,-1,-1
1,1,0,1,2,3,2,0
0,-1,-2,-2,-1,-2,0,1
0,0,-2,-3,-3,-1,-1,-4
-2,-2,-3,-1,-1,1,2,-2
0,-1,-1,-2,-3,-3,-2,-1
0,0,-1,-1,-1,-2,-1,-1
0,0,0,-2,0,1,1,1
0,0,-1,0,-1,0,2,-1
-3,-2,-2,-1,-5,-11,-14,-5
-2,-1,-3,-1,-3,-5,6,1
2,0,0,1,5,18,3,3
2,1,2,4,8,3,2,3
0,0,0,2,3,7,6,0
-2,-1,0,5,-1,-1,-4,0
-2,-1,-3,-5,-7,-12,-5,-5
-3,-1,-1,-3,-4,9,2,-3
0,2,1,-1,2,-8,-2,2
-2,0,1,1,1,1,-2,-3
2,0,-2,0,-3,-2,0,1
-1,-2,0,-2,-3,-4,-3,-4
-1,-1,0,1,1,4,4,0
-1,-1,-2,1,-3,0,0,-1
-1,-1,0,-6,0,-4,-1,3
0,0,1,2,0,0,-3,-2
-2,-1,-1,-5,-2,-2,-3,-1
2,1,0,-1,-2,2,6,0
-2,-3,-1,6,1,1,-3,-1
-2,-1,-2,0,-1,-5,1,-1
1,-1,1,-1,0,9,1,1
1,1,3,0,3,5,-1,-1
0,0,-2,-4,-4,-6,0,-1
-1,0,0,1,-2,-9,-6,-3
-3,0,-1,0,-3,-5,-3,-3
-1,-3,-3,-8,-2,-4,-1,-5
