ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,-1,2,3,3,4,1,1
0,2,1,0,-1,1,-2,0
-1,0,0,1,-5,-4,0,0
-1,-1,-2,-6,2,-2,-2,-2
-2,-1,0,7,1,5,6,-1
1,-2,0,1,-1,3,1,0
-1,1,-2,0,-2,-3,-5,-2
1,1,0,-4,-1,-4,-2,0
-2,2,-13,-2,-4,-4,-3,-1
2,-8,13,12,4,4,5,4
0,-2,1,-2,-2,2,-1,-3
-1,-3,-1,-3,-2,-2,-1,0
1,-1,-1,-2,-1,-6,-4,-3
0,1,-4,0,0,-3,0,-1
-1,1,0,-1,1,5,3,3
-1,-2,1,-2,0,1,3,1
-1,1,8,0,-1,-4,-3,-2
-2,1,-4,2,0,-1,0,1
0,-1,3,-1,3,1,0,-4
0,2,0,2,1,2,5,2
-1,-2,-1,-5,-3,-6,-4,-2
0,0,-3,-2,-2,-2,-3,-2
-2,-2,-2,1,4,5,3,0
-2,-2,-4,-2,-4,-1,1,-1
1,0,0,-2,-1,3,1,2
-1,2,1,0,2,1,1,-1
0,-1,-2,-5,-2,2,0,1
0,-2,1,10,-3,-7,-4,-4
-1,-2,-1,-8,-1,-2,-2,2
-1,0,-3,-6,-2,-2,-2,-1
0,0,0,2,0,0,0,-2
0,-1,1,2,2,2,-1,-1
-1,-1,-1,-1,-2,-4,-4,-1
-2,0,-5,-7,-4,-6,-1,0
-1,-1,1,-3,-3,1,-1,-3
0,1,-1,1,3,-1,1,0
0,0,1,8,4,1,1,-1
0,0,-1,1,-1,4,3,0
-1,-1,-1,-3,-2,-1,0,0
0,-4,-9,-4,-2,-3,-3,0
-1,1,5,1,-1,-2,-2,0
1,-1,1,-2,0,0,1,2
0,1,-2,1,-2,-1,-1,0
-3,-1,-2,-6,-1,6,2,-2
2,-1,-1,4,3,2,2,2
0,-2,-2,-2,-2,-1,-5,-2
-1,-2,-1,-1,0,-1,-2,0
-1,2,2,-2,-3,-3,-2,2
-2,-2,-1,-3,-2,-3,0,-4
-1,1,1,4,-1,-4,-4,-2
