ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,-3,-7,-5,-5,-4,-3,0
-9,-3,-1,1,0,-1,-2,-2
8,1,-1,0,2,1,3,0
-2,1,3,2,2,3,-1,1
-10,-2,-3,-14,-3,1,2,0
12,3,-2,-7,-7,-6,-1,-6
-1,-2,-2,-5,-5,-8,1,13
5,1,0,4,6,4,4,-2
-2,-4,2,6,0,-3,-2,-2
-6,0,-2,-2,1,-1,3,-2
-4,0,-2,-4,1,4,-2,-5
0,-1,-1,-1,-2,0,-5,-2
1,4,-1,-3,-3,-2,0,3
0,0,3,8,3,5,2,3
-1,-1,-1,1,2,0,3,-2
-2,-1,-3,1,-2,1,-9,-1
1,0,-1,-13,-5,-11,4,-2
-5,-3,-2,4,-3,-2,-3,0
1,2,2,6,2,2,1,-2
-10,-3,-2,-6,1,3,4,-1
17,3,-3,-1,-4,2,-4,1
-3,-2,0,-2,-2,-2,0,1
-2,0,-2,-5,-2,-6,-3,-6
-3,-4,-4,4,-2,-3,-1,2
4,0,2,-1,1,3,3,1
-5,-1,1,0,2,2,-2,1
0,1,-3,-2,-1,3,-3,-2
5,4,2,5,1,-4,1,-2
-6,-8,-1,-6,-3,4,1,4
0,0,-3,-4,-4,-5,-1,1
-5,-6,-6,-9,0,1,0,1
1,-2,0,3,2,2,-2,-1
1,1,1,9,1,-2,-2,-2
-1,2,1,-5,-5,-3,0,-3
-1,-2,-2,-9,-6,9,-2,0
2,-1,0,-2,1,-15,5,0
1,3,7,14,8,10,2,1
-1,-2,-5,-17,-7,0,-2,0
1,3,2,2,-2,-3,-1,-2
-2,-3,-3,-3,-2,2,-3,-5
-3,2,1,8,2,1,2,0
-5,-1,1,8,6,-2,2,2
8,0,-3,6,-2,-2,1,1
4,0,-1,-2,1,1,0,4
-5,-1,-1,-4,-4,-5,-2,-2
6,1,-1,0,1,5,-1,-3
-8,-1,2,-4,-5,-9,-4,-5
-1,0,0,3,1,1,1,1
5,5,1,0,2,7,1,1
-2,-1,1,3,1,-2,-2,0
