ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,-3,-3,-7,-11,-13,-6,-6
-2,-2,-1,2,1,-4,-4,-3
-1,1,-1,-4,0,8,3,-1
0,-1,0,4,2,3,-1,3
-4,-1,1,1,-2,0,1,0
-1,1,1,2,0,6,1,-2
-2,-1,-2,-7,-8,-13,-5,1
1,-1,-2,5,3,-5,-3,-4
-2,-1,-1,1,4,6,5,3
3,0,-1,-4,-4,0,-3,-1
-2,0,-1,-2,-1,0,-2,-3
2,1,-2,-5,-1,2,2,-2
1,0,1,4,0,-13,-10,-3
2,2,1,1,3,19,13,0
-1,-2,0,1,0,-7,0,2
1,1,0,-4,-3,-1,-7,1
-2,-2,-5,-6,-4,-8,-2,0
-12,-3,1,5,-3,-4,-6,-8
11,3,-1,-1,3,6,2,6
-5,-1,2,7,1,0,3,-1
8,3,-2,-6,0,2,2,4
-5,-1,3,3,-3,-6,0,0
-10,-2,-1,-8,-4,-1,-1,-5
2,-1,-2,9,4,3,-6,0
-5,2,1,0,1,-8,3,0
3,-1,-2,0,4,2,2,3
1,1,2,-8,-3,10,3,-3
-1,-1,1,-3,0,-1,-1,0
-1,1,1,5,1,0,-1,-4
3,0,-1,-1,-2,-9,-5,-2
0,-1,-2,0,-2,-5,-2,2
-3,0,0,-4,2,9,4,-3
-1,-3,1,-2,0,-1,-1,-1
2,1,-2,-5,0,-3,0,1
-9,-4,-3,8,0,-5,2,-1
-1,-1,0,-10,-7,-5,0,1
9,2,1,-2,-1,-2,-4,0
0,-1,1,9,2,2,-3,0
-5,0,-1,-4,1,6,1,1
2,1,2,6,3,-3,0,0
-2,1,1,-7,-1,11,4,2
-4,-2,-4,-9,-5,-5,-1,-1
-1,-1,0,9,0,-1,-4,2
-2,-3,-3,-8,-2,-8,-1,-6
-3,-1,0,12,2,1,2,-3
3,2,2,-1,2,4,-1,-2
0,-1,-1,-2,-1,2,1,0
2,-2,-1,2,3,-5,-1,1
-4,0,-1,-2,-5,-9,-5,2
0,-2,-1,-6,-2,1,6,-5
