ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,0,-3,-4,1,-1,-1,-3
-2,1,0,1,2,6,0,2
0,-1,0,-3,-2,7,3,2
-2,-2,-2,0,-4,-14,-3,0
-1,0,-1,1,-1,-4,-4,-3
-1,0,-2,0,-1,-1,-2,1
-3,-1,-2,-5,0,2,2,-2
-3,-1,0,0,-2,5,3,1
6,1,0,-4,-2,-1,-3,1
-5,1,0,4,4,0,6,0
0,-1,-1,-2,-3,-3,-7,-2
-1,-4,0,6,0,1,0,-1
-1,-2,-3,-5,2,-2,-2,0
2,3,1,-11,-7,-6,-3,-1
-7,-9,-4,-7,0,1,0,-1
-4,-4,-1,6,0,-5,1,0
0,0,1,2,1,11,6,-2
1,0,4,9,7,-4,2,2
-1,3,-1,-3,-1,9,0,1
-1,-3,-6,-8,-5,-11,-4,-1
-3,-2,2,5,-5,-10,-9,-2
-1,1,-3,-4,-1,-1,2,-1
2,-1,1,0,2,8,5,0
1,1,-1,3,4,11,2,2
-1,1,0,-1,-2,-2,-5,0
0,-1,-4,-4,-3,-6,1,-3
0,-1,-2,-5,-7,-13,-6,-3
0,0,-1,2,6,7,1,0
-9,-3,2,3,5,7,0,0
3,1,-1,-5,-1,-2,-3,1
1,0,-1,4,0,-1,3,0
1,1,4,-3,-2,-2,-2,2
2,1,-5,-5,-7,-8,-6,-3
-8,-12,-7,-18,-4,-2,-2,-3
0,2,0,3,0,-11,-1,2
1,0,2,8,3,8,4,0
0,0,1,3,2,3,4,2
1,1,-1,-4,-1,5,-1,-1
-2,0,1,-4,1,0,-3,-4
-2,-2,0,-2,-5,-12,-4,-2
0,-1,-1,1,-3,-6,-8,0
3,2,0,4,6,15,17,4
1,1,2,3,1,4,-3,-2
-2,1,2,-2,-2,-5,-4,-1
-1,-2,-2,-3,-2,-5,-3,-3
1,1,0,5,-1,-4,-6,0
-2,1,-2,1,1,3,7,4
4,1,-1,-6,-3,0,0,-2
1,-2,-1,4,1,-5,-1,-2
-4,0,0,-11,1,1,-7,-6
