ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,1,2,2,-2,-2,-1,-3
-3,-2,0,7,1,2,3,-1
1,2,-1,-11,-1,-3,-7,0
0,2,-3,-8,-2,0,3,1
-3,-4,-2,1,-4,-2,1,-2
-1,-1,-1,-3,-1,-3,-3,-2
0,1,-2,0,2,0,3,0
-1,1,5,17,5,3,2,0
0,2,6,-5,0,-1,-1,0
-3,-2,0,2,0,8,3,0
2,2,-2,-2,-4,-9,-2,-1
1,1,0,-3,-3,-8,-5,-3
0,-1,0,2,0,0,-2,0
0,-1,-1,-1,-1,2,3,-1
-3,-1,1,4,0,-2,-2,0
-1,0,-3,-2,-2,0,-2,0
0,-2,-2,-5,-3,9,2,-1
-1,3,1,-3,0,-14,-1,2
-2,-2,0,3,5,-2,-8,-1
0,-1,2,2,-3,7,9,1
-1,-2,-3,-1,-2,2,-2,2
0,0,-1,0,-2,4,-2,-1
-4,-2,0,10,-1,-4,-3,-4
-2,-1,-3,-11,-1,-9,-10,-4
0,1,2,3,3,-1,4,4
0,-2,-3,-4,-2,5,4,0
0,-1,0,2,2,4,0,0
-3,-2,-1,0,-3,-1,0,-3
0,-2,-4,-2,-2,-4,-2,-3
0,-1,-1,0,2,3,1,3
2,1,0,0,3,5,2,1
-1,0,0,2,-3,0,-3,-2
0,-1,-2,-9,-2,-2,-1,-2
-1,-2,-1,1,-2,-6,-2,-1
-1,-1,-2,-3,-2,0,0,0
2,0,0,5,-1,4,-2,-2
0,1,0,1,-3,-11,-6,1
-2,1,-3,0,0,-6,-8,-4
1,0,3,0,1,5,8,0
-2,-1,-3,-7,-1,-1,-3,1
-2,-4,-8,7,2,5,-2,-1
-1,2,1,-3,0,8,6,2
-1,-1,-4,-4,-6,-10,-6,-2
-2,-2,0,0,-3,-11,0,0
2,2,1,-3,-1,4,2,4
-5,-1,3,9,2,3,1,-4
0,-1,0,-5,1,7,-2,-4
-1,-2,-3,0,0,-1,2,-1
-1,0,-1,3,-1,-7,-1,-1
-1,-1,1,-1,-3,-2,-3,-2
