ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,-1,1,4,1,1,1,0
2,-1,2,6,1,0,-3,0
-1,1,1,-5,-3,-4,-4,-4
0,-1,-1,8,-3,-4,1,1
0,-1,-1,-3,1,1,-1,4
-3,-1,-1,2,4,1,-1,-3
0,-1,1,-5,-1,1,2,2
0,1,-2,-5,-3,-2,1,-1
1,0,1,6,1,1,0,-1
-1,0,-1,1,-2,-5,-2,-3
-1,0,0,0,-3,-1,-2,1
-1,-2,-1,1,1,3,1,-6
0,1,-1,-8,-1,-3,2,0
-1,-1,-1,-3,-1,0,-3,1
-1,0,0,-1,-2,-2,-2,-7
-1,-1,1,-3,-2,4,0,-1
1,0,1,6,1,0,-2,1
-2,0,0,-3,-2,-2,-2,-2
-1,-2,-1,4,0,-1,2,2
0,-1,0,5,6,1,1,0
1,-1,-1,-7,-3,1,0,2
0,0,-1,-3,-3,-2,-4,-1
2,0,1,3,-3,-1,-1,0
-2,1,-1,-4,0,2,-1,-3
0,1,2,13,5,4,3,0
1,2,1,-11,-3,0,1,0
0,-1,0,7,0,-7,-5,-1
-2,-2,-4,-11,-5,-4,0,1
-1,-1,-4,-17,-6,-6,-4,1
-1,0,1,4,1,3,3,2
-2,1,-1,-6,1,3,2,-3
0,2,4,15,6,5,-5,5
0,0,-1,3,1,-1,-1,-6
-1,-1,-3,-5,-3,-1,0,5
-2,-3,0,-4,-1,-2,2,2
-1,-2,-4,-4,-4,-5,-5,-1
-1,0,1,0,0,0,1,0
1,0,0,-2,2,7,6,2
-1,-2,-2,4,-2,-4,-4,0
-3,-1,-1,0,-5,-6,-4,-3
-2,0,1,4,-3,-5,0,-1
0,0,0,2,9,8,4,-3
0,-1,1,-3,1,6,0,-2
0,-3,-3,-12,-6,0,1,5
-1,-1,1,4,-3,-9,-3,-2
-3,-3,-4,-5,-4,-10,-4,-4
0,0,0,0,3,5,-2,-2
0,0,1,0,1,3,2,-1
0,0,0,2,1,0,-4,1
0,0,6,16,2,2,1,3
