ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
4,0,-1,6,2,7,6,-1
2,2,-1,0,-3,-3,0,4
-3,-4,-1,2,-2,7,3,2
1,1,0,-1,1,-15,-4,1
0,2,-1,-9,-3,5,-2,0
-1,-3,0,-5,-4,-3,-2,-2
-1,0,0,4,-1,1,1,-2
-1,0,0,7,-2,4,-3,-1
-3,-2,-4,-1,-1,-5,-5,-2
0,0,-8,-4,-3,-4,-2,0
0,1,5,-1,2,0,8,-1
1,1,3,1,3,8,-2,0
2,-1,-2,4,0,-4,0,3
-2,-2,-2,0,0,4,-4,-8
-1,0,0,-4,-3,-8,-3,1
-2,-3,-2,2,-3,-6,1,-2
0,1,1,0,1,2,-1,-2
1,1,1,0,1,4,2,3
-8,-2,-3,-5,-4,-4,-4,-4
3,1,2,0,-1,11,5,5
-5,-8,-2,-1,0,-10,-6,-2
-1,0,2,-1,1,8,1,1
2,0,1,4,1,-10,-3,-1
0,-2,-3,-4,-2,-3,-2,-1
-1,0,-2,-3,-4,3,4,-1
-2,-1,1,-1,1,1,2,2
-1,-1,-2,-3,1,1,-3,-3
-1,-1,0,4,2,1,1,0
1,1,1,-4,-5,1,-5,-1
-1,-2,2,5,-3,-5,6,0
2,3,-4,-8,1,1,-1,2
0,0,3,6,2,1,-1,-1
0,0,-2,-6,-1,3,0,0
-2,-2,-2,4,-2,-5,-6,-3
0,1,3,-11,-5,-10,-5,-4
-1,0,-2,3,1,4,7,4
1,3,4,5,3,8,3,-1
3,0,-1,-2,1,0,0,0
1,-1,0,5,3,1,2,2
1,-1,1,-3,-1,-2,-2,-2
-2,1,0,-3,-2,11,4,-1
-2,0,0,2,1,-20,-6,-3
4,0,1,-1,-1,3,-5,2
1,3,1,1,-2,-2,3,-2
-1,-4,-2,-3,1,-2,-2,2
-2,-2,1,1,2,12,4,0
2,-2,-5,-9,-3,-1,4,1
-2,-2,-3,1,2,-4,-5,-2
-1,1,0,-3,-4,-9,-10,-5
-2,-2,-1,0,-2,1,4,-2
