ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-9,-5,-4,-10,-2,3,3,-1
4,-2,3,11,4,-3,-2,3
-4,-3,-5,-1,-3,-4,1,1
0,0,0,7,4,7,-1,-1
4,2,1,-7,-5,-4,-3,0
2,-1,-2,-2,-5,-8,-1,-3
-2,-3,-3,1,0,-3,-3,-2
-3,1,0,3,1,8,1,2
8,5,0,-1,5,4,-5,-2
-2,-7,-2,-7,-4,2,10,3
-7,-2,0,2,1,-1,-2,-2
-2,0,0,3,-6,-7,-2,0
-12,-5,-4,-3,-3,-13,-5,-4
15,7,0,1,0,-1,-4,-4
-1,1,-1,-2,3,10,6,0
4,1,0,-4,-1,-2,3,0
-5,-4,-1,9,3,-3,-1,2
-6,-2,-2,-3,-7,-9,-7,-2
-4,-1,0,-4,-1,-5,-2,-8
4,2,-2,-1,1,16,7,6
4,-1,-2,-2,0,0,3,0
-6,0,0,6,1,-8,-4,-2
3,-1,-2,-9,-6,1,-1,5
4,1,1,3,6,7,2,-1
0,-2,-2,2,0,-3,-2,3
-1,3,0,-4,1,7,0,0
-3,-1,-2,-1,-3,-6,0,-3
-4,-3,-4,-7,-7,-9,-2,-1
2,-1,1,6,1,-3,-2,0
-2,2,1,-4,0,9,3,-4
-2,0,0,6,2,7,0,4
-1,-3,-2,-7,1,-15,-4,-2
-2,-1,-1,4,-1,3,3,-1
-1,-1,1,4,-3,0,-5,-3
-1,-2,-2,-14,-4,-6,-2,-4
2,0,1,7,0,15,4,1
-4,-1,2,-3,-2,-5,1,-1
0,-2,1,-1,3,0,1,5
2,-3,0,4,-1,0,-2,-3
-4,0,-1,-3,-6,-10,-7,0
2,0,-2,-3,-1,0,1,-7
0,-1,-1,-4,-7,3,1,-2
2,5,2,5,6,-1,-2,0
-4,-5,-2,7,3,-5,-4,-5
3,-1,0,-5,-5,0,-2,0
-3,-2,-4,-9,-5,-5,1,-4
-2,0,0,-3,-2,8,0,-2
4,0,-2,-4,2,-2,1,4
2,0,1,6,2,1,0,-1
-7,-1,2,7,0,1,-1,2
