ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,-1,-1,-1,-1,0,-5,-1
-2,-2,-3,-4,-5,-6,-4,-2
-2,0,-1,-1,0,-2,-2,1
1,1,1,2,10,11,11,2
0,1,3,1,-1,-1,-1,0
-1,-5,-4,-2,-1,0,0,-1
-2,-2,-2,-4,-8,-12,-11,-2
-1,-1,-1,-2,-2,-6,-1,-2
0,-1,-2,0,3,10,3,0
0,3,4,3,4,7,4,0
0,-2,-1,-1,-2,1,3,-1
-3,-3,-3,-2,-5,-10,-8,-1
-2,-1,-2,0,1,-1,2,-1
-1,0,-1,-1,-2,-9,-4,-1
2,1,0,1,1,4,2,2
0,0,-1,-1,-4,-2,-1,-3
-1,-1,-2,-1,0,1,-3,-2
-1,-1,0,-1,0,3,6,-2
0,-2,-4,-1,-2,8,1,2
0,0,2,-1,-2,-11,-4,0
1,-2,-1,-1,-1,-3,0,0
-1,-1,-1,-1,-5,-6,-4,1
-1,0,0,0,-2,-1,-4,-4
-1,1,-1,0,2,9,3,1
1,0,0,-2,1,-1,-1,-2
2,-1,-1,1,2,4,4,3
-1,1,0,-2,-2,-9,-1,-2
-3,-1,-3,-3,-4,-8,-5,-2
-1,0,1,1,3,0,1,0
0,1,-2,0,1,4,0,5
-1,0,-1,1,-1,-4,-8,-3
-1,2,2,0,-4,-1,7,-2
-3,-4,-5,-4,-4,-6,-7,-3
0,0,-1,1,3,-3,1,1
1,1,0,2,3,7,6,3
-1,-1,-3,-1,-2,-2,-8,-3
0,0,0,-3,-1,3,1,1
-2,-1,-2,-2,-5,-4,1,-3
-1,0,0,0,1,-4,-1,-4
1,0,0,0,3,10,1,2
-2,0,2,-1,-3,-4,0,-1
0,-1,-2,-3,-2,-3,-3,0
-1,0,1,0,0,1,3,2
0,-1,1,0,-2,2,-1,1
0,-2,-3,0,1,-2,0,0
0,2,3,1,0,4,1,-2
0,-1,-1,-1,-3,0,-4,0
-1,0,-2,-1,0,-8,-1,-1
1,1,1,1,-1,1,1,0
-1,-1,-1,0,0,11,0,-2
