ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-2,-6,-5,2,0,0,-2,2
-1,0,1,1,-2,-4,-4,-2
0,0,3,3,1,7,2,1
0,-3,-2,2,-3,0,2,1
-2,1,-2,-15,-8,-12,-7,-5
-1,-1,2,3,4,6,0,-1
1,-1,-2,-2,-2,0,-2,0
1,-1,-3,-2,6,0,-5,0
-1,-1,-1,-1,0,6,8,3
0,1,1,1,1,2,4,6
-3,0,3,1,-2,-3,-4,-12
-3,-5,-4,-2,-5,-2,-4,0
-2,-3,-1,7,0,-9,-5,-2
0,0,-1,-13,-1,1,3,3
1,0,-1,-6,-1,6,6,5
-1,0,1,1,0,0,-2,-3
0,0,-2,-2,0,-5,-2,-1
0,3,2,13,5,1,1,-6
1,0,-1,6,-3,1,-1,5
0,-3,-1,-1,-1,-1,-2,0
1,1,0,3,2,4,1,2
-1,0,3,4,2,0,-4,-3
-3,-2,-3,-14,-2,-6,-4,-5
-2,0,-1,3,2,2,1,-2
2,2,5,6,7,10,7,5
0,-1,-1,-6,-3,-2,-1,-4
-1,-1,-1,-2,-1,0,-2,6
0,-1,-1,-2,-8,-7,-3,-3
-1,-1,-1,-7,-6,-7,-4,-4
-1,-1,-3,-1,-1,1,2,-1
2,1,0,2,-1,-1,-2,3
0,-1,0,-2,4,4,3,0
-1,0,-1,0,5,1,0,-3
0,-1,-1,4,-2,-3,-2,1
-2,-1,0,4,-3,-5,-2,-3
-2,0,-1,3,-2,-2,-2,-3
-2,-2,-3,-1,1,4,0,1
1,0,0,4,0,1,1,2
1,2,1,0,2,2,2,-1
0,-1,1,-5,-2,-3,-2,-3
-1,1,0,4,3,1,-2,-2
-1,-1,-3,-20,-13,-5,-5,-2
-1,-1,-1,-2,-1,1,2,0
0,0,-1,2,-1,-1,3,1
1,1,0,-7,-2,-5,-2,-2
-2,-2,0,9,-1,1,-2,2
1,-1,-3,-3,-1,-2,-3,-9
1,-1,1,6,-3,-3,1,3
-1,-1,-4,-12,-4,4,4,4
-1,0,0,3,11,4,1,-3
