ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
1,-1,0,0,-2,-1,-2,4
-1,-1,-2,1,-3,-1,-9,-1
-2,-1,-3,-3,-2,-5,7,-4
-1,-1,1,-1,-1,-6,1,0
2,0,1,1,4,9,1,0
0,1,2,0,0,4,3,1
-2,0,-3,-4,-5,-4,-6,-5
-3,-1,-1,-2,-6,-7,-2,-3
-1,-2,-2,0,1,-11,0,-1
1,-1,-2,1,2,12,3,3
0,0,0,2,0,-5,-5,-3
0,0,0,1,2,12,7,3
0,0,0,-1,-1,1,-3,-2
-1,-2,-2,-2,0,-2,1,2
-1,-1,-3,0,-3,-6,-4,1
-1,0,-1,-2,-3,-7,-9,-3
1,-2,2,2,3,5,6,1
1,2,2,1,2,6,3,0
-1,-1,0,0,2,2,0,0
0,-1,-3,-4,-3,6,-1,1
-4,0,-2,-3,-4,-15,-7,-5
2,-1,-1,-3,0,1,1,-2
1,0,4,1,5,5,5,3
3,-2,1,1,2,5,5,2
-2,-1,-3,-1,-2,-2,-4,-3
-1,-1,-2,-1,-3,-6,1,1
-2,0,-1,0,-2,-3,-4,0
-1,-1,-2,-2,-4,-5,-2,0
0,-2,0,0,-1,7,3,1
1,-1,-2,1,-2,-4,2,0
1,-1,0,0,-3,-8,-6,0
-3,1,1,0,2,-3,-3,-2
-1,-1,-1,-1,-3,-1,-2,0
-1,-1,0,0,1,2,4,-1
1,0,0,1,1,4,1,2
0,0,4,0,-1,-5,-2,2
-3,-3,-6,-3,-3,-3,-3,-4
-2,-1,-1,-3,-4,2,0,-2
-2,0,-2,-2,-1,-11,-1,-2
0,-1,-1,1,2,5,-2,1
0,1,2,0,1,5,11,1
0,0,1,2,1,0,-2,3
-2,-2,-4,-1,-2,0,-6,-5
-1,0,-2,-1,-5,-3,-2,-3
-1,-2,0,0,2,-2,-2,0
1,1,0,0,2,4,2,-1
-1,-2,0,-2,-4,0,-5,-2
-1,-2,-3,-4,-4,-16,-5,-2
0,2,1,-1,-2,-2,1,0
1,1,2,3,5,10,5,1
