ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,1,0,19,3,3,0,1
-1,-1,-24,-29,-2,1,2,-1
0,0,-1,6,-5,-9,-7,0
-2,-3,-2,5,-2,-1,2,-1
1,-1,-3,-5,-1,3,1,-4
1,0,3,10,3,2,-3,-1
0,0,0,-4,2,0,1,1
-2,-2,-4,0,-5,-1,-1,1
2,-2,-4,3,-4,-5,-3,1
0,0,6,4,0,-3,-1,-1
-2,3,0,-1,0,0,-3,-1
1,2,3,-1,0,-1,3,2
-1,0,-2,-2,1,0,0,0
1,-2,3,2,1,2,-2,-1
0,0,3,1,1,4,2,-2
-1,-2,-2,3,-1,1,-1,-1
2,-5,16,1,3,0,-3,1
-1,0,1,3,0,-5,4,2
-1,0,-2,3,0,1,2,-1
-1,-1,-6,-10,-2,1,-3,-1
0,0,-6,3,-1,-4,-2,-1
0,1,5,2,-2,0,1,-2
-1,-1,-2,-3,0,5,4,-1
-1,-2,4,3,2,-1,0,1
-2,0,-2,6,3,-1,-3,-2
-2,-2,-5,-18,-9,-12,-6,-4
0,-1,-4,-13,-1,1,-1,2
1,3,-2,2,4,2,2,0
-1,0,-4,-1,-3,2,0,-1
-1,-3,5,12,2,-2,-1,-1
-1,-2,0,3,1,0,0,0
0,-1,-3,-7,-2,-1,-4,0
-1,2,7,-6,-1,1,2,-1
-1,1,1,5,1,0,-1,2
0,-1,-2,-5,-5,-6,-5,-5
-1,-1,2,5,-1,-6,-4,-1
-3,0,-6,-2,-2,-1,2,-5
-1,0,1,-2,4,8,3,0
3,0,0,2,4,6,3,3
-1,-1,-2,6,0,-3,-4,-4
0,0,-8,-5,-8,-7,-4,1
-1,-4,11,0,-1,-4,0,-3
-1,-1,1,8,2,4,3,1
0,0,0,-6,0,2,-1,-2
0,0,-3,4,0,-2,2,0
-1,0,-2,2,-2,1,-3,-2
-2,-2,-5,-4,-5,-6,-2,-1
2,0,5,12,3,3,5,2
0,0,-1,-6,3,2,-3,-1
-1,-1,-5,1,-2,-4,-1,0
