ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
0,0,1,1,-3,-5,-4,2
0,1,0,-1,-3,-4,0,0
-3,-1,-2,-2,-3,-4,-4,-3
-2,0,-2,0,0,-2,-2,-3
0,0,-1,-3,-1,2,0,-1
1,-1,-1,-6,-1,-1,0,-1
-1,-1,0,0,1,1,-2,-1
-1,0,0,-2,-4,-4,-1,0
0,0,0,3,5,6,1,1
-1,-2,-3,-3,-2,-1,0,0
-2,-2,0,4,-2,-1,-1,-1
-3,-1,-3,-1,-5,-6,-2,1
1,-1,1,3,1,-2,0,-1
3,1,2,4,5,11,5,3
1,-2,-1,-6,-4,-4,-1,-2
-2,-1,-2,-2,-3,1,-3,-1
-1,-1,-2,-2,-4,-7,2,-2
-1,0,-1,3,-1,-5,-5,0
0,0,-1,-8,0,7,1,0
1,-2,0,0,-1,1,-3,-2
-2,-2,-2,-8,-3,-5,-4,-1
-2,-2,-1,0,-4,-7,-1,-1
0,0,0,2,4,3,1,2
0,0,0,4,2,-2,0,-1
2,1,1,4,3,6,2,2
-2,-3,-3,-4,-4,-5,-2,-2
1,-1,-1,-3,-3,-2,-3,-1
-2,-1,-2,-4,-1,-4,-3,0
1,-1,1,4,1,-4,1,-1
1,1,-1,-2,4,10,2,-1
-2,-1,-2,0,-3,-3,-1,-2
-1,-1,-3,-4,0,-3,0,1
0,2,0,2,0,3,-2,1
-1,0,1,3,0,-1,0,-1
-2,-1,-3,-3,-1,-1,-2,-2
2,1,1,1,-2,-2,0,1
0,-2,-3,-2,-1,0,2,0
-1,-2,-1,-3,-3,-5,-5,-2
0,0,0,4,1,6,2,1
0,0,-1,0,2,0,0,-1
-1,-1,-1,0,-2,3,1,0
-1,-1,0,7,-1,-3,-5,-1
-2,-3,-3,-6,-5,-9,-3,0
-1,1,1,1,0,1,2,0
0,0,0,-1,5,11,3,4
1,1,1,1,-1,-1,-1,-2
0,-1,-2,-4,-1,-2,-2,-1
-1,0,-1,-3,-1,-3,-3,0
1,-1,-1,4,-1,-6,-3,1
-2,0,2,2,2,4,2,1
