ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
-1,0,1,0,-2,-2,0,0
0,0,0,0,2,1,1,0
0,1,0,2,2,6,3,-1
-1,0,0,2,1,1,0,2
-3,-4,-1,-1,-2,-9,-2,-2
1,-1,0,-2,-2,1,-5,-2
-2,-1,-3,2,-4,-6,1,-2
-1,1,0,0,3,3,3,-1
1,-1,-2,-2,-1,9,1,-1
0,0,1,2,-4,-12,-1,0
1,-1,1,0,-2,2,1,-1
0,-2,-1,2,1,2,1,-1
1,-1,0,0,1,3,1,1
0,1,-1,-1,1,5,-3,-2
1,0,0,0,0,-4,-3,0
-3,-1,-1,0,-3,-6,-4,-1
1,0,-1,1,2,-1,0,0
-2,-1,-1,-1,-3,2,2,1
0,0,1,4,0,0,-1,-2
0,-1,-2,-4,1,-1,-2,0
0,1,0,1,1,2,-1,1
-1,1,0,-3,-1,-2,1,0
1,0,0,2,1,5,3,2
-2,-2,-1,-1,-3,-5,-1,0
-2,-1,-2,-4,-5,-11,-6,-1
-1,-2,-2,-1,-1,8,-2,-4
-3,0,-2,-1,0,-9,2,-1
0,2,2,2,5,9,5,1
0,1,0,-2,-2,1,3,0
0,-1,-1,0,2,5,2,2
1,-1,-2,-3,-2,-2,-5,-3
-1,-2,0,-1,-3,-5,-4,-2
-2,-1,1,2,-1,-6,-5,-2
0,-1,-1,-5,-1,-2,-1,-1
-3,0,-3,-7,-2,4,3,2
1,0,1,0,-3,-3,-1,-4
0,-1,1,0,0,3,0,-3
1,-2,-1,1,3,3,6,3
0,-3,-2,-2,1,1,-2,-2
0,-1,0,2,-4,1,0,0
-2,-2,-3,-12,-5,-10,-4,-1
-1,1,0,1,1,-3,-3,-1
0,-1,0,3,5,6,2,1
-1,-1,-3,-4,-2,-1,-2,-2
-2,1,1,3,0,10,6,-2
0,-1,0,-3,-4,-15,-4,-2
0,-1,0,-2,-2,-4,0,2
0,1,2,6,3,9,3,0
0,1,-1,0,0,0,7,3
-1,0,1,2,2,9,-1,1
