ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8
3,0,-1,2,4,10,4,5
1,0,1,-2,3,2,1,2
-1,0,0,-2,-2,7,1,-1
-2,0,-1,0,-1,-14,-5,-2
-2,0,0,1,-2,3,1,-1
0,1,-1,2,-2,0,-3,2
-2,0,2,-5,0,-3,-3,-5
2,-1,-3,0,-3,0,-2,0
0,-1,-1,-1,-1,-1,-1,-2
1,0,0,-2,1,-1,3,1
-2,0,1,2,2,0,1,2
0,-1,-2,-8,2,1,1,-1
-2,0,0,3,-2,-2,-3,0
-1,-2,-3,-2,-4,-3,-2,-5
0,-1,-2,0,-1,-2,4,1
-1,0,1,4,3,6,2,0
-1,-1,-1,-2,0,-2,-1,0
-2,-1,-1,0,-1,5,1,-2
-1,0,-3,2,-4,-14,-4,-1
-2,-1,0,-1,1,3,0,0
0,2,0,0,-1,1,0,0
0,-1,-2,-1,2,1,-2,1
-2,-2,-1,-3,-2,2,-2,0
-2,-2,-2,-2,-3,-1,0,-2
1,-1,0,0,0,-5,0,-1
-1,0,-1,-2,-2,-4,0,1
-1,-2,0,2,2,2,0,-2
0,1,-2,-2,-2,-1,0,0
0,-2,-3,-7,-3,-4,-5,0
-3,-2,-1,-1,-3,-6,-1,-10
2,-1,0,6,4,13,4,3
0,1,2,6,2,3,-1,-2
-1,-1,-2,-4,-2,-4,-3,-3
-2,-1,-2,-3,-1,-1,-2,-1
-1,-1,-1,-2,-3,-15,-3,-2
2,-1,-1,-5,-1,2,0,1
-2,-2,0,4,2,3,6,-2
0,-2,0,-2,0,3,2,3
-1,1,0,1,0,3,-2,-1
-1,-2,0,-2,-2,-1,0,2
-2,0,-2,-3,-3,-6,-3,0
0,-1,-1,-1,0,-4,0,1
-1,-1,-1,0,6,9,4,1
0,0,0,0,-3,-4,-2,2
0,-1,1,-2,-2,-2,-3,-4
-2,1,0,-1,-3,-5,-3,-1
0,-1,-1,-3,-1,3,1,0
0,-1,1,5,6,8,3,-1
1,-1,-1,-2,-1,4,2,1
-2,-1,-2,-1,-4,-13,-3,-1
